word,display_form,part_of_speech,difficulty,frequency_rank,source,created_at,updated_at
lethargic,lethargic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lethargy,lethargy,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
letter,letter,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
letup,letup,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
levee,levee,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
level,level,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
levity,levity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
levy,levy,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
lewd,lewd,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lexicon,lexicon,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
liable,liable,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
liaise,liaise,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
liaison,liaison,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
libel,libel,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
liberal,liberal,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
liberalist,liberalist,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
liberality,liberality,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
liberalness,liberalness,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
liberate,liberate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
libertine,libertine,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
liberty,liberty,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
licentious,licentious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lie,lie,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lie in wait,lie in wait,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lifelike,lifelike,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lift,lift,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
light,light,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
light up,light up,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
light-minded,light-minded,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lightheadedness,lightheadedness,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lighthearted,lighthearted,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
liken,liken,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
likewise,likewise,adv,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
liking,liking,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lilliputian,lilliputian,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
limber,limber,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
limber up,limber up,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
limbo,limbo,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
limit,limit,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
limitation,limitation,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
limitless,limitless,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
limpid,limpid,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
limpidity,limpidity,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
line,line,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
line-shooter,line-shooter,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lineage,lineage,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
linger,linger,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lingo,lingo,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lionise,lionise,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lionize,lionize,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
liquefy,liquefy,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
liquid,liquid,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lissom,lissom,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lissome,lissome,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
listen,listen,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
listless,listless,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
litany,litany,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
literacy,literacy,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
literal,literal,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
literate,literate,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lithe,lithe,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lithesome,lithesome,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
litigation,litigation,,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
litigious,litigious,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
little,little,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
little by little,little by little,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
live,live,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
live on,live on,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
livelihood,livelihood,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lively,lively,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
livid,livid,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
living,living,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
load,load,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loading,loading,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loaf,loaf,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loan-blend,loan-blend,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loanblend,loanblend,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loath,loath,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
loathe,loathe,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
loathing,loathing,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loathsome,loathsome,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lobby,lobby,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
lobbyist,lobbyist,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
localized,Localized,,,,words - Sheet2.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
locate,locate,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loco,loco,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
locomotion,Locomotion,,,,words - Sheet3.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lofty,lofty,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
logic,logic,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
logical,logical,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
loiter,loiter,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
loll,loll,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lollygag,lollygag,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lone,lone,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lone hand,lone hand,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lone wolf,lone wolf,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lonely,lonely,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
loner,loner,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
long,long,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
long suit,long suit,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
long-lasting,long-lasting,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
long-lived,long-lived,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
long-winded,long-winded,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
longanimity,longanimity,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
longevity,longevity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
longhand,longhand,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
longing,longing,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
look,look,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
look into,look into,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
look on,look on,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
look sharp,look sharp,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
look up to,look up to,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
look upon,look upon,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
looker,looker,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
loom,loom,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
loony,loony,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loopy,loopy,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loose,loose,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loosen up,loosen up,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loot,loot,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lope,lope,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
loquacious,loquacious,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loquaciousness,loquaciousness,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loquacity,loquacity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lordliness,lordliness,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lordly,lordly,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lot,lot,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
loth,loth,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
loud,loud,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lounge,lounge,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
louse up,louse up,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lout,lout,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
love,love,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
love affair,love affair,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
lover,lover,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lovesome,lovesome,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
low,low,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
low- key sales pitch,low- key sales pitch,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
low-cost,low-cost,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
low-down,low-down,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
low-priced,low-priced,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
low-water mark,low-water mark,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lowbrow,lowbrow,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lower rank,lower rank,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lower status,lower status,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lower-case letter,lower-case letter,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lowercase,lowercase,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lowly,lowly,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loyal,loyal,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
loyalist,loyalist,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
loyalty,loyalty,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lubber,lubber,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lubricate,lubricate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lubricious,lubricious,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lucent,lucent,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lucid,lucid,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lucidity,lucidity,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
lucidness,lucidness,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
luck,luck,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
lucrative,lucrative,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
luculent,luculent,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ludicrous,ludicrous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lugubrious,lugubrious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lukewarm,lukewarm,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lull,lull,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lullaby,lullaby,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lumbering,lumbering,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
luminous,luminous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lummox,lummox,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lump,lump,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lunar,lunar,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lunatic,lunatic,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lunge,lunge,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lurch,lurch,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lure,lure,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lurid,lurid,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
lurk,lurk,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lush,lush,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
lust,lust,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
luster,luster,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lusterless,lusterless,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lustful,lustful,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
lustre,lustre,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
lustreless,lustreless,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
luxuriant,luxuriant,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
luxurious,luxurious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
luxuriousness,luxuriousness,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
luxury,luxury,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
macabre,macabre,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
machinate,machinate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
machination,machination,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
machinator,machinator,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
macrocosm,macrocosm,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
madcap,madcap,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
madden,madden,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
maelstrom,maelstrom,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
magisterial,magisterial,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
magnanimity,magnanimity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
magnanimous,magnanimous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
magnate,magnate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
magnetic,magnetic,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
magnetise,magnetise,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
magnetize,magnetize,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
magnificence,magnificence,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
magnify,magnify,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
magniloquence,magniloquence,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
magniloquent,magniloquent,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
magnitude,magnitude,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
maim,maim,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
mainstay,mainstay,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
maintain,maintain,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
maintenance,maintenance,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
majestic,majestic,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
majority,majority,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
make,make,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
make a face,make a face,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
make do,make do,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
make for,make for,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
make fun,make fun,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
make happy,make happy,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
make insane,make insane,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
make off,make off,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
make out,make out,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
make pure,make pure,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
make unhappy,make unhappy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
make up,make up,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
makeshift,makeshift,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
making,making,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
maladroitness,maladroitness,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
malady,malady,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
malaise,malaise,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
malaria,malaria,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
malediction,malediction,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
malefactor,malefactor,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
malevolent,malevolent,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
malfeasance,malfeasance,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
malice,malice,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
malicious,malicious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
maliciousness,maliciousness,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
malign,malign,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
malignant,malignant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
malinger,malinger,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
malingerer,malingerer,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
malleability,malleability,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
malleable,malleable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
malodor,malodor,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
malodour,malodour,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
malversate,malversate,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
mammoth,mammoth,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
man of learning,man of learning,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
man-eater,man-eater,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
manacle,manacle,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
manage,manage,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
manageable,manageable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
mandate,mandate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
mandatory,mandatory,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
maneuver,maneuver,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
mangle,mangle,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
maniac,maniac,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
maniacal,maniacal,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
manifest,manifest,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
manifesto,manifesto,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
manifold,manifold,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
manipulable,manipulable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
manipulate,manipulate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
manipulative,manipulative,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
mannerism,mannerism,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
manoeuver,manoeuver,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
manoeuvre,manoeuvre,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
manufacture,manufacture,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
many-sided,many-sided,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
maraud,maraud,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
marauder,marauder,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
marauding,marauding,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
march,march,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
mare’s nest,mare’s nest,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
margin,margin,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
marginal,marginal,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
marital,marital,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
mark,mark,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
marquee,marquee,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
married,married,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
marrow,marrow,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
