word,display_form,part_of_speech,frequency_rank,source
gestate,gestate,,,
get,get,,,
get around,get around,,,
get at,get at,,,
get away,get away,,,
get by,get by,,,
get down,get down,,,
get over,get over,,,
get rid of,get rid of,,,
get the better of,get the better of,,,
get the picture,get the picture,,,
get to,get to,,,
get together,get together,,,
get used to,get used to,,,
gewgaw,gewgaw,,,
ghastly,ghastly,,,
ghost,ghost,,,
giant,giant,,,
gibber,gibber,,,
gibbosity,gibbosity,,,
gibbousness,gibbousness,,,
gibe,gibe,,,
giddiness,giddiness,,,
gift,gift,,,
giggle,giggle,,,
gilded,gilded,,,
gimcrack,gimcrack,,,
gipsy,gipsy,,,
gist,gist,,,
give,give,,,
give away,give away,,,
give comfort,give comfort,,,
give in,give in,,,
give notice,give notice,,,
give off,give off,,,
give up,give up,,,
give vent,give vent,,,
give way,give way,,,
give-and-take,give-and-take,,,
give-up the ghost,give-up the ghost,,,
given,given,,,
giving,giving,,,
giving up,giving up,,,
glaring,glaring,,,
gleam,gleam,,,
gleaming,gleaming,,,
glean,glean,,,
glee,glee,,,
gleefulness,gleefulness,,,
glide by,glide by,,,
gloam,gloam,,,
gloaming,gloaming,,,
gloomy,gloomy,,,
glorify,glorify,,,
glorious,glorious,,,
glower,glower,,,
glowering,glowering,,,
glowing,glowing,,,
glum,glum,,,
glut,glut,,,
gnaw,gnaw,,,
gnaw at,gnaw at,,,
go,go,,,
go against,go against,,,
go along,go along,,,
go around,go around,,,
go away,go away,,,
go back on,go back on,,,
go by,go by,,,
go down,go down,,,
go off,go off,,,
go on,go on,,,
go through,go through,,,
go up,go up,,,
go with,go with,,,
goalless,goalless,,,
goblet,goblet,,,
god,god,,,
god-fearing,god-fearing,,,
godlike,godlike,,,
godly,godly,,,
goggle,goggle,,,
going,going,,,
going away,going away,,,
going- over,going- over,,,
goldbrick,goldbrick,,,
golden syrup,golden syrup,,,
gonzo,gonzo,,,
good,good,,,
good deal,good deal,,,
good example,good example,,,
good for you,good for you,,,
good fortune,good fortune,,,
good luck,good luck,,,
good-humored,good-humored,,,
good-humoured,good-humoured,,,
goon,goon,,,
gormandise,gormandise,,,
gormandize,gormandize,,,
gospeler,gospeler,,,
gospeller,gospeller,,,
gossamer,gossamer,,,
goth,Goth,,,
gouger,gouger,,,
gourmand,gourmand,,,
gourmandize,gourmandize,,,
gourmandizer,gourmandizer,,,
government,government,,,
grand,grand,,,
grandiosity,grandiosity,,,
grandness,grandness,,,
grant,grant,,,
graphic,graphic,,,
grasp,grasp,,,
graspable,graspable,,,
gratifying,gratifying,,,
grating,grating,,,
grave,grave,,,
gravel,gravel,,,
gravelly,gravelly,,,
gravitation,gravitation,,,
gravitational attraction,gravitational attraction,,,
gravitational force,gravitational force,,,
gray,gray,,,
gray-haired,gray-haired,,,
gray-headed,gray-headed,,,
grayish brown,grayish brown,,,
great deal,great deal,,,
greathearted,greathearted,,,
greed,greed,,,
greedy,greedy,,,
green,green,,,
grey,grey,,,
grey-haired,grey-haired,,,
grey-headed,grey-headed,,,
greyback,greyback,,,
greyish brown,greyish brown,,,
grievance,grievance,,,
grifter,grifter,,,
grillroom,grillroom,,,
grimness,grimness,,,
grimy,grimy,,,
grind,grind,,,
grizzly,grizzly,,,
grok,grok,,,
gross,gross,,,
grotesque,grotesque,,,
ground,ground,,,
groundbreaker,groundbreaker,,,
grow,grow,,,
growth,growth,,,
grubby,grubby,,,
grueling,grueling,,,
gruelling,gruelling,,,
gruesome,gruesome,,,
grumble,grumble,,,
grundyism,Grundyism,,,
grungy,grungy,,,
gruntle,gruntle,,,
guarantee,guarantee,,,
guess,guess,,,
guide,guide,,,
guile,guile,,,
guileful,guileful,,,
gull,gull,,,
gulp,gulp,,,
gummy,gummy,,,
gun trigger,gun trigger,,,
gush,gush,,,
gushing,gushing,,,
guy,guy,,,
gypsy,gypsy,,,
habilitate,habilitate,,,
habitant,habitant,,,
habituation,habituation,,,
hackneyed,hackneyed,,,
hail,hail,,,
hale,hale,,,
hall,hall,,,
halter,halter,,,
hammock,hammock,,,
handicap,handicap,,,
hang,hang,,,
hang around,hang around,,,
hang down,hang down,,,
hang in,hang in,,,
hang on,hang on,,,
hanker,hanker,,,
hankering,hankering,,,
haphazard,haphazard,,,
hapless,hapless,,,
happen again,happen again,,,
happen upon,happen upon,,,
happening,happening,,,
happenstance,happenstance,,,
happiness,happiness,,,
happy,happy,,,
haptic,haptic,,,
harass,harass,,,
hard,hard,,,
hard knocks,hard knocks,,,
hard up,hard up,,,
hard-bitten,hard-bitten,,,
hard-boiled,hard-boiled,,,
hard-working,hard-working,,,
harden,harden,,,
hardly,hardly,,,
hardworking,hardworking,,,
harmoniousness,harmoniousness,,,
harmonise,harmonise,,,
harrowing,harrowing,,,
harry,harry,,,
harsh,harsh,,,
harum- scarum,harum- scarum,,,
harvester,harvester,,,
hassle,hassle,,,
hasten,hasten,,,
hasty,hasty,,,
hatchet job,hatchet job,,,
hatful,hatful,,,
hating,hating,,,
haughtiness,haughtiness,,,
hauteur,hauteur,,,
have words,have words,,,
have-to doe with,have-to doe with,,,
hawkish,hawkish,,,
haywire,haywire,,,
head,head,,,
head off,head off,,,
headfirst,headfirst,,,
headland,headland,,,
heady,heady,,,
heal,heal,,,
healing,healing,,,
healthy,healthy,,,
heap,heap,,,
hearable,hearable,,,
heart,heart,,,
heart and soul,heart and soul,,,
heart specialist,heart specialist,,,
heart surgeon,heart surgeon,,,
heart-whole,heart-whole,,,
heartsick,heartsick,,,
heathen,heathen,,,
heave,heave,,,
heavy,heavy,,,
hedge,hedge,,,
heftiness,heftiness,,,
hegira,hegira,,,
height,height,,,
heighten,heighten,,,
heinousness,heinousness,,,
hejira,hejira,,,
hell,Hell,,,
help,help,,,
helper,helper,,,
helter-skelter,helter-skelter,,,
hem in,hem in,,,
herald,herald,,,
heretofore,heretofore,,,
hermit,hermit,,,
hero-worship,hero-worship,,,
heroic poem,heroic poem,,,
heroism,heroism,,,
hesitate,hesitate,,,
hesitating,hesitating,,,
heterodox,heterodox,,,
heterodoxy,heterodoxy,,,
hew out,hew out,,,
hibernating,hibernating,,,
hidden,hidden,,,
hide,hide,,,
hierarch,hierarch,,,
hierarchal,hierarchal,,,
hierarchic,hierarchic,,,
hieroglyphic,hieroglyphic,,,
higgle,higgle,,,
high,high,,,
high muckamuck,high muckamuck,,,
high priest,high priest,,,
high quality,high quality,,,
high treason,high treason,,,
high-and-mighty,high-and-mighty,,,
high-flown,high-flown,,,
high-handedness,high-handedness,,,
high-minded,high-minded,,,
high-risk,high-risk,,,
high-spirited,high-spirited,,,
high-strung,high-strung,,,
high-up,high-up,,,
highjack,highjack,,,
highly strung,highly strung,,,
hijack,hijack,,,
hilarity,hilarity,,,
hillock,hillock,,,
hinderance,hinderance,,,
hindrance,hindrance,,,
hit,hit,,,
hive up,hive up,,,
ho-hum,ho-hum,,,
hoar,hoar,,,
hoard,hoard,,,
hoarder,hoarder,,,
hokey,hokey,,,
hold,hold,,,
hold back,hold back,,,
hold dear,hold dear,,,
hold on,hold on,,,
hold out,hold out,,,
hold over,hold over,,,
hold up,hold up,,,
hole,hole,,,
hole-and-corner,hole-and-corner,,,
holier-than-thou,holier-than-thou,,,
hollowness,hollowness,,,
home,home,,,
home ground,home ground,,,
homogenous,homogenous,,,
honor,honor,,,
honorable,honorable,,,
honored,honored,,,
honour,honour,,,
hoodwink,hoodwink,,,
hook,hook,,,
hooligan,hooligan,,,
hope,hope,,,
hopeless,hopeless,,,
horrendous,horrendous,,,
horrible,horrible,,,
horrific,horrific,,,
horror,horror,,,
host,host,,,
hostile expedition,hostile expedition,,,
hothead,hothead,,,
hotheaded,hotheaded,,,
hotshot,hotshot,,,
however,however,,,
huckster,huckster,,,
huddle together,huddle together,,,
huffy,huffy,,,
huge,huge,,,
hugger-mugger,hugger-mugger,,,
hugh dowding,Hugh Dowding,,,
hum,hum,,,
human body,human body,,,
human death,human death,,,
human-centered,human-centered,,,
human-centred,human-centred,,,
humanist,humanist,,,
humanistic,humanistic,,,
humble,humble,,,
humbleness,humbleness,,,
humdrum,humdrum,,,
humid,humid,,,
humiliation,humiliation,,,
hummock,hummock,,,
humor,humor,,,
humorous,humorous,,,
humour,humour,,,
hump,hump,,,
hunch,hunch,,,
hunger,hunger,,,
hunker,hunker,,,
hunker down,hunker down,,,
hurl,hurl,,,
hurry,hurry,,,
hurt,hurt,,,
hurtful,hurtful,,,
hurtle,hurtle,,,
hush-hush,hush-hush,,,
husky,husky,,,
hustle,hustle,,,
hut,hut,,,
hutch,hutch,,,
hybridise,hybridise,,,
hybridize,hybridize,,,
hyperbolise,hyperbolise,,,
hyperbolize,hyperbolize,,,
hypnotic,hypnotic,,,
hypothecate,hypothecate,,,
hypothesise,hypothesise,,,
hypothesize,hypothesize,,,
hypothetic,hypothetic,,,
hysteria,hysteria,,,
hysteric,hysteric,,,
ice floe,ice floe,,,
idea,idea,,,
ideal,ideal,,,
idealise,idealise,,,
idealistic,idealistic,,,
ideate,ideate,,,
identify,identify,,,
idiom,idiom,,,
idiosyncrasy,idiosyncrasy,,,
idiotic,idiotic,,,
idol,idol,,,
idolise,idolise,,,
ignore,ignore,,,
ignoring,ignoring,,,
iii,III,,,
ill,ill,,,
ill fame,ill fame,,,
ill will,ill will,,,
ill-chosen,ill-chosen,,,
ill-famed,ill-famed,,,
ill-mannered,ill-mannered,,,
ill-scented,ill-scented,,,
illume,illume,,,
illumination,illumination,,,
illumine,illumine,,,
illusive,illusive,,,
image,image,,,
image breaker,image breaker,,,
imaginable,imaginable,,,
imbed,imbed,,,
imitate,imitate,,,
immaterial,immaterial,,,
immature,immature,,,
immeasurable,immeasurable,,,
immediate,immediate,,,
immense,immense,,,
immerse,immerse,,,
immingle,immingle,,,
immix,immix,,,
immoral,immoral,,,
immortal,immortal,,,
immunise,immunise,,,
immure,immure,,,
impartiality,impartiality,,,
impassioned,impassioned,,,
impassiveness,impassiveness,,,
impeach,impeach,,,
impede,impede,,,
impediment,impediment,,,
impedimenta,impedimenta,,,
impel,impel,,,
impendent,impendent,,,
impending,impending,,,
impenetrable,impenetrable,,,
imperfectness,imperfectness,,,
imperil,imperil,,,
imperious,imperious,,,
impermanent,impermanent,,,
impersonal,impersonal,,,
impertinence,impertinence,,,
impertinent,impertinent,,,
imperviable,imperviable,,,
impinge,impinge,,,
impiousness,impiousness,,,
impish,impish,,,
implant,implant,,,
implement,implement,,,
implike,implike,,,
importance,importance,,,
important,important,,,
imposter,imposter,,,
impound,impound,,,
impoverished,impoverished,,,
impoverishment,impoverishment,,,
impressible,impressible,,,
impression,impression,,,
improbable,improbable,,,
improve,improve,,,
improvised,improvised,,,
improvize,improvize,,,
impudence,impudence,,,
impudent,impudent,,,
impulsion,impulsion,,,
impulsive,impulsive,,,
impute,impute,,,
in a bad mood,in a bad mood,,,
in consequence of the fact that,in consequence of the fact that,,,
in stages,in stages,,,
in straitened circumstances,in straitened circumstances,,,
inactive,inactive,,,
inadvertence,inadvertence,,,
inalterable,inalterable,,,
inapt,inapt,,,
inauspicious,inauspicious,,,
inborn,inborn,,,
inbuilt,inbuilt,,,
incarcerate,incarcerate,,,
incarnate,incarnate,,,
incarnation,incarnation,,,
incensed,incensed,,,
incertain,incertain,,,
inchoate,inchoate,,,
incidental,incidental,,,
incisive,incisive,,,
incite,incite,,,
inclination,inclination,,,
incline,incline,,,
incompatibility,incompatibility,,,
incomprehensible,incomprehensible,,,
incomputable,incomputable,,,
incongruousness,incongruousness,,,
incontestable,incontestable,,,
incontrovertible,incontrovertible,,,
increase,increase,,,
incredulity,incredulity,,,
incriminate,incriminate,,,
inculcate,inculcate,,,
inculpable,inculpable,,,
inculpate,inculpate,,,
incumbency,incumbency,,,
incumbrance,incumbrance,,,
indecorous,indecorous,,,
indefensible,indefensible,,,
indefinable,indefinable,,,
indemnification,indemnification,,,
indemnify,indemnify,,,
indemnity,indemnity,,,
independency,independency,,,
independent,independent,,,
indescribable,indescribable,,,
index,index,,,
index number,index number,,,
indicant,indicant,,,
indicate,indicate,,,
indigent,indigent,,,
indiscretion,indiscretion,,,
indispose,indispose,,,
indisposed,indisposed,,,
indistinguishable,indistinguishable,,,
individualise,individualise,,,
indocile,indocile,,,
indorse,indorse,,,
indorsement,indorsement,,,
inducement,inducement,,,
indue,indue,,,
indurate,indurate,,,
indweller,indweller,,,
inebriate,inebriate,,,
ineffectual,ineffectual,,,
ineptness,ineptness,,,
inexact,inexact,,,
inexorable,inexorable,,,
inexplicit,inexplicit,,,
infamous,infamous,,,
infantile fixation,infantile fixation,,,
infective,infective,,,
infer,infer,,,
infernal region,infernal region,,,
inferno,Inferno,,,
infinite,infinite,,,
inflammable,inflammable,,,
inflow,inflow,,,
influencing,influencing,,,
inform,inform,,,
infract,infract,,,
infraction,infraction,,,
infringe,infringe,,,
infringement,infringement,,,
ingeminate,ingeminate,,,
ingenuousness,ingenuousness,,,
ingest,ingest,,,
ingestion,ingestion,,,
inglorious,inglorious,,,
ingraft,ingraft,,,
ingroup,ingroup,,,
ingurgitate,ingurgitate,,,
inhabitant,inhabitant,,,
inherent,inherent,,,
inherent aptitude,inherent aptitude,,,
inherited,inherited,,,
inhibit,inhibit,,,
inhibitory,inhibitory,,,
inhume,inhume,,,
initiation,initiation,,,
injured,injured,,,
injurious,injurious,,,
injury,injury,,,
innate,innate,,,
inner circle,inner circle,,,
innocent,innocent,,,
innovator,innovator,,,
innumerable,innumerable,,,
innumerous,innumerous,,,
inordinate,inordinate,,,
input,input,,,
insatiate,insatiate,,,
inscribe,inscribe,,,
inscrutable,inscrutable,,,
insensitive,insensitive,,,
insipid,insipid,,,
insist,insist,,,
insistent,insistent,,,
insolent,insolent,,,
insouciant,insouciant,,,
inspire,inspire,,,
inspissate,inspissate,,,
instability,instability,,,
installation,installation,,,
instance,instance,,,
instant,instant,,,
instill,instill,,,
insularism,insularism,,,
insulate,insulate,,,
insulation,insulation,,,
insult,insult,,,
insulting,insulting,,,
insupportable,insupportable,,,
insure,insure,,,
insurmountable,insurmountable,,,
insurrection,insurrection,,,
insurrectionist,insurrectionist,,,
intake,intake,,,
intangible asset,intangible asset,,,
integrality,integrality,,,
intellect,intellect,,,
intelligible,intelligible,,,
intend,intend,,,
intensify,intensify,,,
intension,intension,,,
intensity level,intensity level,,,
intentional,intentional,,,
interbreed,interbreed,,,
intercede,intercede,,,
intercession,intercession,,,
interchange,interchange,,,
interdependency,interdependency,,,
interdict,interdict,,,
interesting but unbelievable story,interesting but unbelievable story,,,
interfering,interfering,,,
interlace,interlace,,,
intermingle,intermingle,,,
intermix,intermix,,,
internal respiration,internal respiration,,,
interpenetrate,interpenetrate,,,
interpersonal chemistry,interpersonal chemistry,,,
interpose,interpose,,,
interrogator,interrogator,,,
interview,interview,,,
intimacy,intimacy,,,
intransigency,intransigency,,,
intransigent,intransigent,,,
intrench,intrench,,,
intrigue,intrigue,,,
intrinsical,intrinsical,,,
introduce,introduce,,,
introduction,introduction,,,
introverted,introverted,,,
intruder,intruder,,,
intrusion,intrusion,,,
intrust,intrust,,,
inundate,inundate,,,
inundation,inundation,,,
invasion,invasion,,,
inveigle,inveigle,,,
invent,invent,,,
invention,invention,,,
inventive,inventive,,,
invest,invest,,,
investigatory,investigatory,,,
invigorate,invigorate,,,
inviolable,inviolable,,,
invisible,invisible,,,
involution,involution,,,
involve,involve,,,
involved,involved,,,
inwardness,inwardness,,,
ire,ire,,,
ireful,ireful,,,
iridescent,iridescent,,,
irksome,irksome,,,
ironical,ironical,,,
irrevokable,irrevokable,,,
irritability,irritability,,,
irritable,irritable,,,
irritate,irritate,,,
irrupt,irrupt,,,
irruption,irruption,,,
ishmael,Ishmael,,,
ism,ism,,,
issue,issue,,,
itemise,itemise,,,
itemize,itemize,,,
iterate,iterate,,,
jabber,jabber,,,
jadestone,jadestone,,,
jail,jail,,,
jamboree,jamboree,,,
jangle,jangle,,,
jar,jar,,,
jaundice,jaundice,,,
jaunty,jaunty,,,
jaw,jaw,,,
jealous,jealous,,,
jealousy,jealousy,,,
jeer,jeer,,,
jeering,jeering,,,
jell,jell,,,
jeopardise,jeopardise,,,
jeopardize,jeopardize,,,
jeopardy,jeopardy,,,
jest at,jest at,,,
jesting,jesting,,,
jetsam,jetsam,,,
jewish-orthodox,Jewish-Orthodox,,,
jib,jib,,,
jibe,jibe,,,
jingle-jangle,jingle-jangle,,,
jittery,jittery,,,
job opportunity,job opportunity,,,
jocose,jocose,,,
jocund,jocund,,,
johnny,Johnny,,,
johnny reb,Johnny Reb,,,
join,join,,,
join forces,join forces,,,
joint,joint,,,
joke,joke,,,
joker,joker,,,
joking,joking,,,
jolly,jolly,,,
josh,josh,,,
jot,jot,,,
journeyman,journeyman,,,
jovial,jovial,,,
joy,joy,,,
jubilance,jubilance,,,
jubilancy,jubilancy,,,
judgement,judgement,,,
jug,jug,,,
juggle,juggle,,,
juicy,juicy,,,
jumble,jumble,,,
jumbo,jumbo,,,
jump for joy,jump for joy,,,
jumpy,jumpy,,,
junk,junk,,,
junto,junto,,,
jury-rigged,jury-rigged,,,
just,just,,,
justify,justify,,,
justness,justness,,,
jut,jut,,,
jut out,jut out,,,
katharsis,katharsis,,,
keel,keel,,,
keep,keep,,,
keep back,keep back,,,
keep down,keep down,,,
keep up,keep up,,,
key,key,,,
kick,kick,,,
kick off,kick off,,,
kick out,kick out,,,
kick the bucket,kick the bucket,,,
kick upstairs,kick upstairs,,,
kid,kid,,,
kidding,kidding,,,
kidnap,kidnap,,,
kill,kill,,,
kill off,kill off,,,
kindle,kindle,,,
kindred,kindred,,,
king,king,,,
kingdom,kingdom,,,
kinky,kinky,,,
kinsperson,kinsperson,,,
kitschy,kitschy,,,
kittenish,kittenish,,,
knap,knap,,,
knave,knave,,,
knavish,knavish,,,
knifelike,knifelike,,,
knightly,knightly,,,
knock,knock,,,
knock about,knock about,,,
knocker,knocker,,,
know apart,know apart,,,
knowing,knowing,,,
knowingness,knowingness,,,
knowledge,knowledge,,,
knuckle under,knuckle under,,,
kookie,kookie,,,
kooky,kooky,,,
kotow,kotow,,,
kowtow,kowtow,,,
labor,labor,,,
laborious,laborious,,,
labour,labour,,,
lace,lace,,,
lackadaisical,lackadaisical,,,
lackey,lackey,,,
lacking,lacking,,,
lacklustre,lacklustre,,,
laconic,laconic,,,
lading,lading,,,
lag,lag,,,
lagger,lagger,,,
lallygag,lallygag,,,
lam,lam,,,
lambast,lambast,,,
lambaste,lambaste,,,
lambent,lambent,,,
lame,lame,,,
laminitis,laminitis,,,
lampoon,lampoon,,,
land,land,,,
language,language,,,
languorous,languorous,,,
lapse,lapse,,,
lard,lard,,,
large,large,,,
largeness,largeness,,,
largesse,largesse,,,
lark,lark,,,
lark about,lark about,,,
last,last,,,
lasting,lasting,,,
late,late,,,
lateral pass,lateral pass,,,
latest fashion,latest fashion,,,
laud,laud,,,
laudable,laudable,,,
laugh,laugh,,,
laugh at,laugh at,,,
laugh loudly,laugh loudly,,,
laugh softly,laugh softly,,,
laughable,laughable,,,
launching,launching,,,
laurels,laurels,,,
lawless,lawless,,,
lawlessness,lawlessness,,,
lay,lay,,,
lay away,lay away,,,
lay claim,lay claim,,,
lay off,lay off,,,
lay to rest,lay to rest,,,
lay waste to,lay waste to,,,
layman,layman,,,
layperson,layperson,,,
laziness,laziness,,,
lazy,lazy,,,
lead astray,lead astray,,,
lead on,lead on,,,
leading,leading,,,
leaf,leaf,,,
leafage,leafage,,,
leaflet,leaflet,,,
lean,lean,,,
leaning,leaning,,,
learn,learn,,,
learned,learned,,,
learned person,learned person,,,
learnedness,learnedness,,,
learner,learner,,,
learning,learning,,,
leash,leash,,,
leave,leave,,,
leave out,leave out,,,
leaves,leaves,,,
leaving,leaving,,,
leery,leery,,,
leftover,leftover,,,
legal power,legal power,,,
legion,legion,,,
legislative act,legislative act,,,
leisure time,leisure time,,,
length of service,length of service,,,
lenience,lenience,,,
lenify,lenify,,,
lenity,lenity,,,
lens maker,lens maker,,,
lese majesty,lese majesty,,,
lessen,lessen,,,
let down,let down,,,
let on,let on,,,
let out,let out,,,
lethargy,lethargy,,,
letter,letter,,,
letup,letup,,,
level,level,,,
liaise,liaise,,,
liberalist,liberalist,,,
liberalness,liberalness,,,
lie,lie,,,
lie in wait,lie in wait,,,
lifelike,lifelike,,,
lift,lift,,,
light,light,,,
light up,light up,,,
light-minded,light-minded,,,
lightheadedness,lightheadedness,,,
liken,liken,,,
liking,liking,,,
lilliputian,lilliputian,,,
limber up,limber up,,,
limbo,limbo,,,
limit,limit,,,
limitless,limitless,,,
limpid,limpid,,,
limpidity,limpidity,,,
line,line,,,
line-shooter,line-shooter,,,
lingo,lingo,,,
lionise,lionise,,,
liquid,liquid,,,
lissom,lissom,,,
lissome,lissome,,,
listen,listen,,,
lithesome,lithesome,,,
litigious,litigious,,,
little,little,,,
little by little,little by little,,,
live,live,,,
live on,live on,,,
lively,lively,,,
living,living,,,
load,load,,,
loading,loading,,,
loaf,loaf,,,
loan-blend,loan-blend,,,
loanblend,loanblend,,,
loath,loath,,,
loathing,loathing,,,
loathsome,loathsome,,,
locate,locate,,,
loco,loco,,,
lollygag,lollygag,,,
lone hand,lone hand,,,
lone wolf,lone wolf,,,
lonely,lonely,,,
long,long,,,
long suit,long suit,,,
long-lasting,long-lasting,,,
long-lived,long-lived,,,
long-winded,long-winded,,,
longanimity,longanimity,,,
longhand,longhand,,,
look,look,,,
look into,look into,,,
look on,look on,,,
look sharp,look sharp,,,
look up to,look up to,,,
look upon,look upon,,,
looker,looker,,,
loony,loony,,,
loopy,loopy,,,
loose,loose,,,
loosen up,loosen up,,,
loot,loot,,,
loquacious,loquacious,,,
loquaciousness,loquaciousness,,,
lordliness,lordliness,,,
lordly,lordly,,,
lot,lot,,,
loth,loth,,,
loud,loud,,,
lounge,lounge,,,
louse up,louse up,,,
lout,lout,,,
love,love,,,
love affair,love affair,,,
lover,lover,,,
lovesome,lovesome,,,
low,low,,,
low- key sales pitch,low- key sales pitch,,,
low-cost,low-cost,,,
low-down,low-down,,,
low-priced,low-priced,,,
low-water mark,low-water mark,,,
lowbrow,lowbrow,,,
lower rank,lower rank,,,
lower status,lower status,,,
lower-case letter,lower-case letter,,,
lowercase,lowercase,,,
lowly,lowly,,,
loyal,loyal,,,
loyalist,loyalist,,,
lubber,lubber,,,
lubricious,lubricious,,,
lucent,lucent,,,
lucid,lucid,,,
lucidity,lucidity,,,
lucidness,lucidness,,,
luculent,luculent,,,
lukewarm,lukewarm,,,
lumbering,lumbering,,,
lummox,lummox,,,
lump,lump,,,
lunatic,lunatic,,,
lust,lust,,,
luster,luster,,,
lusterless,lusterless,,,
lustful,lustful,,,
lustre,lustre,,,
lustreless,lustreless,,,
luxuriant,luxuriant,,,
luxuriousness,luxuriousness,,,
luxury,luxury,,,
macabre,macabre,,,
machinate,machinate,,,
machinator,machinator,,,
macrocosm,macrocosm,,,
madcap,madcap,,,
madden,madden,,,
magisterial,magisterial,,,
magnate,magnate,,,
magnetic,magnetic,,,
magnetise,magnetise,,,
magnetize,magnetize,,,
magnificence,magnificence,,,
magnify,magnify,,,
magniloquence,magniloquence,,,
magniloquent,magniloquent,,,
maintain,maintain,,,
maintenance,maintenance,,,
majestic,majestic,,,
majority,majority,,,
make,make,,,
make a face,make a face,,,
make do,make do,,,
make for,make for,,,
make fun,make fun,,,
make happy,make happy,,,
make insane,make insane,,,
make off,make off,,,
make out,make out,,,
make pure,make pure,,,
make unhappy,make unhappy,,,
make up,make up,,,
making,making,,,
maladroitness,maladroitness,,,
malefactor,malefactor,,,
maliciousness,maliciousness,,,
malleability,malleability,,,
malleable,malleable,,,
malodor,malodor,,,
malodour,malodour,,,
malversate,malversate,,,
mammoth,mammoth,,,
man of learning,man of learning,,,
man-eater,man-eater,,,
manacle,manacle,,,
manage,manage,,,
mangle,mangle,,,
maniac,maniac,,,
manifest,manifest,,,
manipulable,manipulable,,,
mannerism,mannerism,,,
manoeuver,manoeuver,,,
manoeuvre,manoeuvre,,,
manufacture,manufacture,,,
many-sided,many-sided,,,
maraud,maraud,,,
marauder,marauder,,,
marauding,marauding,,,
march,march,,,
mare’s nest,mare’s nest,,,
mark,mark,,,
married,married,,,
marrow,marrow,,,
marshall,marshall,,,
marshland,marshland,,,
marvellous,marvellous,,,
marvelous,marvelous,,,
mass,mass,,,
mass murder,mass murder,,,
massacre,massacre,,,
master,master,,,
mastermind,mastermind,,,
match,match,,,
materfamilias,materfamilias,,,
material body,material body,,,
matrimonial,matrimonial,,,
matter-of-fact,matter-of-fact,,,
maturate,maturate,,,
maturement,maturement,,,
maunder,maunder,,,
maven,maven,,,
mavin,mavin,,,
mawkish,mawkish,,,
maximise,maximise,,,
mayhem,mayhem,,,
maze,maze,,,
meagerly,meagerly,,,
meagre,meagre,,,
meal,meal,,,
mean,mean,,,
measure,measure,,,
measured,measured,,,
meat,meat,,,
mechanisation,mechanisation,,,
meddlesome,meddlesome,,,
meddling,meddling,,,
meditate,meditate,,,
meditative,meditative,,,
meet,meet,,,
meeting,meeting,,,
meld,meld,,,
meliorate,meliorate,,,
melodramatic,melodramatic,,,
melt,melt,,,
melt down,melt down,,,
member,member,,,
memory loss,memory loss,,,
menace,menace,,,
menacing,menacing,,,
mental attitude,mental attitude,,,
mental confusion,mental confusion,,,
mental lexicon,mental lexicon,,,
mental rejection,mental rejection,,,
mentality,mentality,,,
mention,mention,,,
menu,menu,,,
mephitis,mephitis,,,
mercurial,mercurial,,,
meretricious,meretricious,,,
merger,merger,,,
meridian,meridian,,,
merriment,merriment,,,
mesh,mesh,,,
mesmerise,mesmerise,,,
mess,mess,,,
mess about,mess about,,,
mess up,mess up,,,
messenger,messenger,,,
messy,messy,,,
metabolism,metabolism,,,
metamorphose,metamorphose,,,
metaphoric,metaphoric,,,
meter,meter,,,
methodological analysis,methodological analysis,,,
metier,metier,,,
metre,metre,,,
miasm,miasm,,,
mickle,mickle,,,
midget,midget,,,
migrator,migrator,,,
mildness,mildness,,,
milepost,milepost,,,
military blockade,military blockade,,,
military expedition,military expedition,,,
military junta,military junta,,,
mill about,mill about,,,
mill around,mill around,,,
millenary,millenary,,,
mime,mime,,,
minacious,minacious,,,
minatory,minatory,,,
mincing,mincing,,,
mind,mind,,,
mind-set,mind-set,,,
minded,minded,,,
mindless,mindless,,,
mindset,mindset,,,
minimise,minimise,,,
minimum,minimum,,,
ministration,ministration,,,
minor,minor,,,
mint,mint,,,
mire,mire,,,
mirky,mirky,,,
mirthful,mirthful,,,
mirthfulness,mirthfulness,,,
misanthropic,misanthropic,,,
misanthropical,misanthropical,,,
misanthropist,misanthropist,,,
misapprehend,misapprehend,,,
misappropriate,misappropriate,,,
misbehavior,misbehavior,,,
misbehaviour,misbehaviour,,,
miscellaneous,miscellaneous,,,
mischance,mischance,,,
mischief-making,mischief-making,,,
mischievousness,mischievousness,,,
misconceive,misconceive,,,
misconduct,misconduct,,,
misconstrue,misconstrue,,,
misdating,misdating,,,
misdemean,misdemean,,,
misdemeanor,misdemeanor,,,
misdemeanour,misdemeanour,,,
misdirect,misdirect,,,
misdirection,misdirection,,,
miserable,miserable,,,
misfortunate,misfortunate,,,
misgiving,misgiving,,,
misguide,misguide,,,
mishandle,mishandle,,,
misinform,misinform,,,
misinterpret,misinterpret,,,
mislay,mislay,,,
misleading,misleading,,,
miss,miss,,,
mistake,mistake,,,
mistiming,mistiming,,,
mistrust,mistrust,,,
mistrustful,mistrustful,,,
misty,misty,,,
misunderstanding,misunderstanding,,,
mix,mix,,,
mix up,mix up,,,
mixed,mixed,,,
mixed up,mixed up,,,
mobile,mobile,,,
mockery,mockery,,,
mocking,mocking,,,
model,model,,,
moderateness,moderateness,,,
modern,modern,,,
