word,display_form,part_of_speech,frequency_rank,source
vulnerable,vulnerable,adj,,sesamewords_leveled_list_with_mnemonics.csv
wage,wage,n,,sesamewords_leveled_list_with_mnemonics.csv
waiver,waiver,n,,sesamewords_leveled_list_with_mnemonics.csv
warrant,warrant,v,,sesamewords_leveled_list_with_mnemonics.csv
weakness,weakness,,,sesamewords_leveled_list_with_mnemonics.csv
wealth,wealth,n,,sesamewords_leveled_list_with_mnemonics.csv
welfare,welfare,n,,sesamewords_leveled_list_with_mnemonics.csv
wetland,wetland,n,,sesamewords_leveled_list_with_mnemonics.csv
whereas,whereas,,,sesamewords_leveled_list_with_mnemonics.csv
wisdom,wisdom,n,,sesamewords_leveled_list_with_mnemonics.csv
withdrawal,withdrawal,n,,sesamewords_leveled_list_with_mnemonics.csv
witness,witness,v,,sesamewords_leveled_list_with_mnemonics.csv
worry,worry,v,,sesamewords_leveled_list_with_mnemonics.csv
worthy,worthy,adj,,sesamewords_leveled_list_with_mnemonics.csv
yield,yield,v,,sesamewords_leveled_list_with_mnemonics.csv
