word,display_form,part_of_speech,frequency_rank,source
insinuate,insinuate,v,,sesamewords_leveled_list_with_mnemonics.csv
insolence,insolence,n,,sesamewords_leveled_list_with_mnemonics.csv
insolvent,insolvent,n,,sesamewords_leveled_list_with_mnemonics.csv
instantaneous,instantaneous,adj,,sesamewords_leveled_list_with_mnemonics.csv
instigate,instigate,v,,sesamewords_leveled_list_with_mnemonics.csv
instinct,instinct,n,,sesamewords_leveled_list_with_mnemonics.csv
instinctive,instinctive,adj,,sesamewords_leveled_list_with_mnemonics.csv
instruct,instruct,v,,sesamewords_leveled_list_with_mnemonics.csv
insubordinate,insubordinate,adj,,sesamewords_leveled_list_with_mnemonics.csv
insubordination,insubordination,n,,sesamewords_leveled_list_with_mnemonics.csv
insubstantial,insubstantial,adj,,sesamewords_leveled_list_with_mnemonics.csv
insufferable,insufferable,adj,,sesamewords_leveled_list_with_mnemonics.csv
insufficient,insufficient,adj,,sesamewords_leveled_list_with_mnemonics.csv
insular,insular,adj,,sesamewords_leveled_list_with_mnemonics.csv
insularity,insularity,n,,sesamewords_leveled_list_with_mnemonics.csv
insuperable,insuperable,adj,,sesamewords_leveled_list_with_mnemonics.csv
insurgent,insurgent,n,,sesamewords_leveled_list_with_mnemonics.csv
intact,intact,adj,,sesamewords_leveled_list_with_mnemonics.csv
intangible,intangible,n,,sesamewords_leveled_list_with_mnemonics.csv
intemperance,intemperance,n,,sesamewords_leveled_list_with_mnemonics.csv
intemperate,intemperate,adj,,sesamewords_leveled_list_with_mnemonics.csv
intercept,intercept,v,,sesamewords_leveled_list_with_mnemonics.csv
interdependence,interdependence,n,,sesamewords_leveled_list_with_mnemonics.csv
interfere,interfere,v,,sesamewords_leveled_list_with_mnemonics.csv
interloper,interloper,n,,sesamewords_leveled_list_with_mnemonics.csv
interminable,interminable,adj,,sesamewords_leveled_list_with_mnemonics.csv
intermittent,intermittent,adj,,sesamewords_leveled_list_with_mnemonics.csv
intern,intern,v,,sesamewords_leveled_list_with_mnemonics.csv
interpersonal,interpersonal,adj,,sesamewords_leveled_list_with_mnemonics.csv
interplay,interplay,n,,sesamewords_leveled_list_with_mnemonics.csv
interrelate,interrelate,v,,sesamewords_leveled_list_with_mnemonics.csv
interrogate,interrogate,v,,sesamewords_leveled_list_with_mnemonics.csv
intertwine,intertwine,v,,sesamewords_leveled_list_with_mnemonics.csv
intervene,intervene,v,,sesamewords_leveled_list_with_mnemonics.csv
intimidate,intimidate,v,,sesamewords_leveled_list_with_mnemonics.csv
intimidation,intimidation,n,,sesamewords_leveled_list_with_mnemonics.csv
intolerance,intolerance,n,,sesamewords_leveled_list_with_mnemonics.csv
intonation,intonation,n,,sesamewords_leveled_list_with_mnemonics.csv
intone,intone,v,,sesamewords_leveled_list_with_mnemonics.csv
intractable,intractable,adj,,sesamewords_leveled_list_with_mnemonics.csv
intransigence,intransigence,n,,sesamewords_leveled_list_with_mnemonics.csv
intrepid,intrepid,adj,,sesamewords_leveled_list_with_mnemonics.csv
intricate,intricate,adj,,sesamewords_leveled_list_with_mnemonics.csv
intrinsic,intrinsic,adj,,sesamewords_leveled_list_with_mnemonics.csv
introspective,introspective,adj,,sesamewords_leveled_list_with_mnemonics.csv
intrude,intrude,v,,sesamewords_leveled_list_with_mnemonics.csv
intrusive,intrusive,adj,,sesamewords_leveled_list_with_mnemonics.csv
intuition,intuition,n,,sesamewords_leveled_list_with_mnemonics.csv
intuitive,intuitive,adj,,sesamewords_leveled_list_with_mnemonics.csv
inure,inure,v,,sesamewords_leveled_list_with_mnemonics.csv
invalidate,invalidate,v,,sesamewords_leveled_list_with_mnemonics.csv
invaluable,invaluable,adj,,sesamewords_leveled_list_with_mnemonics.csv
invariable,invariable,adj,,sesamewords_leveled_list_with_mnemonics.csv
invective,invective,n,,sesamewords_leveled_list_with_mnemonics.csv
inverse,inverse,adj,,sesamewords_leveled_list_with_mnemonics.csv
invert,invert,v,,sesamewords_leveled_list_with_mnemonics.csv
investigative,investigative,adj,,sesamewords_leveled_list_with_mnemonics.csv
inveterate,inveterate,adv,,sesamewords_leveled_list_with_mnemonics.csv
invigoration,invigoration,,,sesamewords_leveled_list_with_mnemonics.csv
invincible,invincible,adj,,sesamewords_leveled_list_with_mnemonics.csv
inviolate,inviolate,adj,,sesamewords_leveled_list_with_mnemonics.csv
invocation,invocation,n,,sesamewords_leveled_list_with_mnemonics.csv
iota,iota,n,,sesamewords_leveled_list_with_mnemonics.csv
irascible,irascible,,,sesamewords_leveled_list_with_mnemonics.csv
irate,irate,adj,,sesamewords_leveled_list_with_mnemonics.csv
ironic,ironic,adj,,sesamewords_leveled_list_with_mnemonics.csv
irony,irony,n,,sesamewords_leveled_list_with_mnemonics.csv
irrational,irrational,adj,,sesamewords_leveled_list_with_mnemonics.csv
irrefutable,irrefutable,adj,,sesamewords_leveled_list_with_mnemonics.csv
irregular,irregular,adj,,sesamewords_leveled_list_with_mnemonics.csv
irrelevant,irrelevant,adj,,sesamewords_leveled_list_with_mnemonics.csv
irreparable,irreparable,adj,,sesamewords_leveled_list_with_mnemonics.csv
irrepressible,irrepressible,adj,,sesamewords_leveled_list_with_mnemonics.csv
irreproachable,irreproachable,adj,,sesamewords_leveled_list_with_mnemonics.csv
irresolute,irresolute,adj,,sesamewords_leveled_list_with_mnemonics.csv
irresponsible,irresponsible,adj,,sesamewords_leveled_list_with_mnemonics.csv
irreverent,irreverent,adj,,sesamewords_leveled_list_with_mnemonics.csv
irrevocable,irrevocable,adj,,sesamewords_leveled_list_with_mnemonics.csv
irrigate,irrigate,v,,sesamewords_leveled_list_with_mnemonics.csv
itinerant,itinerant,n,,sesamewords_leveled_list_with_mnemonics.csv
itinerary,itinerary,n,,sesamewords_leveled_list_with_mnemonics.csv
jade,jade,n,,sesamewords_leveled_list_with_mnemonics.csv
jargon,jargon,n,,sesamewords_leveled_list_with_mnemonics.csv
jaunt,jaunt,v,,sesamewords_leveled_list_with_mnemonics.csv
jest,jest,v,,sesamewords_leveled_list_with_mnemonics.csv
jingle,jingle,v,,sesamewords_leveled_list_with_mnemonics.csv
jingoism,jingoism,n,,sesamewords_leveled_list_with_mnemonics.csv
jocular,jocular,adj,,sesamewords_leveled_list_with_mnemonics.csv
jollity,jollity,,,sesamewords_leveled_list_with_mnemonics.csv
jostle,jostle,v,,sesamewords_leveled_list_with_mnemonics.csv
joyous,joyous,adj,,sesamewords_leveled_list_with_mnemonics.csv
jubilant,jubilant,adj,,sesamewords_leveled_list_with_mnemonics.csv
jubilation,jubilation,n,,sesamewords_leveled_list_with_mnemonics.csv
jubilee,jubilee,n,,sesamewords_leveled_list_with_mnemonics.csv
judgmental,judgmental,,,sesamewords_leveled_list_with_mnemonics.csv
judicious,judicious,adj,,sesamewords_leveled_list_with_mnemonics.csv
juncture,juncture,n,,sesamewords_leveled_list_with_mnemonics.csv
junta,junta,n,,sesamewords_leveled_list_with_mnemonics.csv
justifiable,justifiable,adj,,sesamewords_leveled_list_with_mnemonics.csv
justification,justification,n,,sesamewords_leveled_list_with_mnemonics.csv
juxtapose,juxtapose,v,,sesamewords_leveled_list_with_mnemonics.csv
juxtaposition,juxtaposition,n,,sesamewords_leveled_list_with_mnemonics.csv
killjoy,killjoy,n,,sesamewords_leveled_list_with_mnemonics.csv
kin,kin,n,,sesamewords_leveled_list_with_mnemonics.csv
kinetic,kinetic,adj,,sesamewords_leveled_list_with_mnemonics.csv
knack,knack,n,,sesamewords_leveled_list_with_mnemonics.csv
knoll,knoll,n,,sesamewords_leveled_list_with_mnemonics.csv
knotty,knotty,adj,,sesamewords_leveled_list_with_mnemonics.csv
kudos,kudos,n,,sesamewords_leveled_list_with_mnemonics.csv
labyrinth,labyrinth,n,,sesamewords_leveled_list_with_mnemonics.csv
labyrinthine,labyrinthine,adj,,sesamewords_leveled_list_with_mnemonics.csv
lackluster,lackluster,adj,,sesamewords_leveled_list_with_mnemonics.csv
laggard,laggard,n,,sesamewords_leveled_list_with_mnemonics.csv
lair,lair,n,,sesamewords_leveled_list_with_mnemonics.csv
laity,laity,n,,sesamewords_leveled_list_with_mnemonics.csv
lament,lament,v,,sesamewords_leveled_list_with_mnemonics.csv
lamentable,lamentable,adj,,sesamewords_leveled_list_with_mnemonics.csv
landlocked,landlocked,adj,,sesamewords_leveled_list_with_mnemonics.csv
landslide,landslide,n,,sesamewords_leveled_list_with_mnemonics.csv
languid,languid,adj,,sesamewords_leveled_list_with_mnemonics.csv
languish,languish,v,,sesamewords_leveled_list_with_mnemonics.csv
languor,languor,n,,sesamewords_leveled_list_with_mnemonics.csv
larceny,larceny,n,,sesamewords_leveled_list_with_mnemonics.csv
larder,larder,n,,sesamewords_leveled_list_with_mnemonics.csv
largess,largess,n,,sesamewords_leveled_list_with_mnemonics.csv
lassitude,lassitude,n,,sesamewords_leveled_list_with_mnemonics.csv
latency,latency,n,,sesamewords_leveled_list_with_mnemonics.csv
latent,latent,adj,,sesamewords_leveled_list_with_mnemonics.csv
lateral,lateral,n,,sesamewords_leveled_list_with_mnemonics.csv
laughter,laughter,n,,sesamewords_leveled_list_with_mnemonics.csv
lavish,lavish,v,,sesamewords_leveled_list_with_mnemonics.csv
lax,lax,adj,,sesamewords_leveled_list_with_mnemonics.csv
leaven,leaven,v,,sesamewords_leveled_list_with_mnemonics.csv
lechery,lechery,n,,sesamewords_leveled_list_with_mnemonics.csv
leeway,leeway,n,,sesamewords_leveled_list_with_mnemonics.csv
legendary,legendary,adj,,sesamewords_leveled_list_with_mnemonics.csv
legerdemain,legerdemain,,,sesamewords_leveled_list_with_mnemonics.csv
legible,legible,adj,,sesamewords_leveled_list_with_mnemonics.csv
legislate,legislate,v,,sesamewords_leveled_list_with_mnemonics.csv
legitimize,legitimize,,,sesamewords_leveled_list_with_mnemonics.csv
lengthy,lengthy,adj,,sesamewords_leveled_list_with_mnemonics.csv
leniency,leniency,n,,sesamewords_leveled_list_with_mnemonics.csv
lethal,lethal,adj,,sesamewords_leveled_list_with_mnemonics.csv
lethargic,lethargic,adj,,sesamewords_leveled_list_with_mnemonics.csv
levee,levee,n,,sesamewords_leveled_list_with_mnemonics.csv
levity,levity,n,,sesamewords_leveled_list_with_mnemonics.csv
lewd,lewd,adj,,sesamewords_leveled_list_with_mnemonics.csv
lexicon,lexicon,n,,sesamewords_leveled_list_with_mnemonics.csv
liaison,liaison,n,,sesamewords_leveled_list_with_mnemonics.csv
libel,libel,v,,sesamewords_leveled_list_with_mnemonics.csv
liberality,liberality,n,,sesamewords_leveled_list_with_mnemonics.csv
liberate,liberate,v,,sesamewords_leveled_list_with_mnemonics.csv
libertine,libertine,n,,sesamewords_leveled_list_with_mnemonics.csv
licentious,licentious,adj,,sesamewords_leveled_list_with_mnemonics.csv
lighthearted,lighthearted,,,sesamewords_leveled_list_with_mnemonics.csv
likewise,likewise,adv,,sesamewords_leveled_list_with_mnemonics.csv
limber,limber,v,,sesamewords_leveled_list_with_mnemonics.csv
lineage,lineage,,,sesamewords_leveled_list_with_mnemonics.csv
linger,linger,v,,sesamewords_leveled_list_with_mnemonics.csv
lionize,lionize,v,,sesamewords_leveled_list_with_mnemonics.csv
liquefy,liquefy,v,,sesamewords_leveled_list_with_mnemonics.csv
listless,listless,adj,,sesamewords_leveled_list_with_mnemonics.csv
litany,litany,n,,sesamewords_leveled_list_with_mnemonics.csv
literate,literate,adj,,sesamewords_leveled_list_with_mnemonics.csv
lithe,lithe,adj,,sesamewords_leveled_list_with_mnemonics.csv
livelihood,livelihood,n,,sesamewords_leveled_list_with_mnemonics.csv
livid,livid,adj,,sesamewords_leveled_list_with_mnemonics.csv
loathe,loathe,v,,sesamewords_leveled_list_with_mnemonics.csv
lobbyist,lobbyist,n,,sesamewords_leveled_list_with_mnemonics.csv
lofty,lofty,adj,,sesamewords_leveled_list_with_mnemonics.csv
loiter,loiter,v,,sesamewords_leveled_list_with_mnemonics.csv
loll,loll,v,,sesamewords_leveled_list_with_mnemonics.csv
lone,lone,adj,,sesamewords_leveled_list_with_mnemonics.csv
loner,loner,n,,sesamewords_leveled_list_with_mnemonics.csv
longevity,longevity,n,,sesamewords_leveled_list_with_mnemonics.csv
longing,longing,,,sesamewords_leveled_list_with_mnemonics.csv
loom,loom,v,,sesamewords_leveled_list_with_mnemonics.csv
lope,lope,v,,sesamewords_leveled_list_with_mnemonics.csv
loquacity,loquacity,n,,sesamewords_leveled_list_with_mnemonics.csv
loyalty,loyalty,n,,sesamewords_leveled_list_with_mnemonics.csv
lubricate,lubricate,v,,sesamewords_leveled_list_with_mnemonics.csv
lucrative,lucrative,adj,,sesamewords_leveled_list_with_mnemonics.csv
ludicrous,ludicrous,adj,,sesamewords_leveled_list_with_mnemonics.csv
lugubrious,lugubrious,adj,,sesamewords_leveled_list_with_mnemonics.csv
lull,lull,n,,sesamewords_leveled_list_with_mnemonics.csv
lullaby,lullaby,n,,sesamewords_leveled_list_with_mnemonics.csv
luminous,luminous,adj,,sesamewords_leveled_list_with_mnemonics.csv
lunar,lunar,adj,,sesamewords_leveled_list_with_mnemonics.csv
lunge,lunge,v,,sesamewords_leveled_list_with_mnemonics.csv
lurch,lurch,v,,sesamewords_leveled_list_with_mnemonics.csv
lure,lure,v,,sesamewords_leveled_list_with_mnemonics.csv
lurid,lurid,adj,,sesamewords_leveled_list_with_mnemonics.csv
lurk,lurk,v,,sesamewords_leveled_list_with_mnemonics.csv
lush,lush,adj,,sesamewords_leveled_list_with_mnemonics.csv
luxurious,luxurious,adj,,sesamewords_leveled_list_with_mnemonics.csv
machination,machination,,,sesamewords_leveled_list_with_mnemonics.csv
maelstrom,maelstrom,n,,sesamewords_leveled_list_with_mnemonics.csv
magnanimity,magnanimity,n,,sesamewords_leveled_list_with_mnemonics.csv
magnanimous,magnanimous,adj,,sesamewords_leveled_list_with_mnemonics.csv
maim,maim,v,,sesamewords_leveled_list_with_mnemonics.csv
mainstay,mainstay,n,,sesamewords_leveled_list_with_mnemonics.csv
makeshift,makeshift,adj,,sesamewords_leveled_list_with_mnemonics.csv
malady,malady,n,,sesamewords_leveled_list_with_mnemonics.csv
malaise,malaise,n,,sesamewords_leveled_list_with_mnemonics.csv
malaria,malaria,n,,sesamewords_leveled_list_with_mnemonics.csv
malediction,malediction,,,sesamewords_leveled_list_with_mnemonics.csv
malevolent,malevolent,adj,,sesamewords_leveled_list_with_mnemonics.csv
malfeasance,malfeasance,n,,sesamewords_leveled_list_with_mnemonics.csv
malice,malice,n,,sesamewords_leveled_list_with_mnemonics.csv
malicious,malicious,adj,,sesamewords_leveled_list_with_mnemonics.csv
malign,malign,adj,,sesamewords_leveled_list_with_mnemonics.csv
malignant,malignant,adj,,sesamewords_leveled_list_with_mnemonics.csv
malinger,malinger,,,sesamewords_leveled_list_with_mnemonics.csv
malingerer,malingerer,n,,sesamewords_leveled_list_with_mnemonics.csv
manageable,manageable,adj,,sesamewords_leveled_list_with_mnemonics.csv
maneuver,maneuver,v,,sesamewords_leveled_list_with_mnemonics.csv
maniacal,maniacal,adj,,sesamewords_leveled_list_with_mnemonics.csv
manifesto,manifesto,n,,sesamewords_leveled_list_with_mnemonics.csv
manifold,manifold,n,,sesamewords_leveled_list_with_mnemonics.csv
manipulate,manipulate,v,,sesamewords_leveled_list_with_mnemonics.csv
manipulative,manipulative,adj,,sesamewords_leveled_list_with_mnemonics.csv
marginal,marginal,adj,,sesamewords_leveled_list_with_mnemonics.csv
marital,marital,adj,,sesamewords_leveled_list_with_mnemonics.csv
marquee,marquee,n,,sesamewords_leveled_list_with_mnemonics.csv
marsh,marsh,n,,sesamewords_leveled_list_with_mnemonics.csv
marshal,marshal,n,,sesamewords_leveled_list_with_mnemonics.csv
martinet,martinet,n,,sesamewords_leveled_list_with_mnemonics.csv
martyr,martyr,n,,sesamewords_leveled_list_with_mnemonics.csv
marvel,marvel,v,,sesamewords_leveled_list_with_mnemonics.csv
mastery,mastery,n,,sesamewords_leveled_list_with_mnemonics.csv
materialism,materialism,n,,sesamewords_leveled_list_with_mnemonics.csv
maternal,maternal,adj,,sesamewords_leveled_list_with_mnemonics.csv
matriarch,matriarch,n,,sesamewords_leveled_list_with_mnemonics.csv
matriculate,matriculate,v,,sesamewords_leveled_list_with_mnemonics.csv
maturation,maturation,n,,sesamewords_leveled_list_with_mnemonics.csv
maturity,maturity,n,,sesamewords_leveled_list_with_mnemonics.csv
maudlin,maudlin,adj,,sesamewords_leveled_list_with_mnemonics.csv
maul,maul,v,,sesamewords_leveled_list_with_mnemonics.csv
maverick,maverick,n,,sesamewords_leveled_list_with_mnemonics.csv
maxim,maxim,n,,sesamewords_leveled_list_with_mnemonics.csv
meager,meager,adj,,sesamewords_leveled_list_with_mnemonics.csv
meander,meander,v,,sesamewords_leveled_list_with_mnemonics.csv
mechanization,mechanization,n,,sesamewords_leveled_list_with_mnemonics.csv
meddle,meddle,v,,sesamewords_leveled_list_with_mnemonics.csv
mediate,mediate,v,,sesamewords_leveled_list_with_mnemonics.csv
mediocre,mediocre,adj,,sesamewords_leveled_list_with_mnemonics.csv
medley,medley,n,,sesamewords_leveled_list_with_mnemonics.csv
meek,meek,adj,,sesamewords_leveled_list_with_mnemonics.csv
melancholy,melancholy,n,,sesamewords_leveled_list_with_mnemonics.csv
mellifluous,mellifluous,adj,,sesamewords_leveled_list_with_mnemonics.csv
mellow,mellow,v,,sesamewords_leveled_list_with_mnemonics.csv
melodious,melodious,adj,,sesamewords_leveled_list_with_mnemonics.csv
melodrama,melodrama,n,,sesamewords_leveled_list_with_mnemonics.csv
membranous,membranous,,,sesamewords_leveled_list_with_mnemonics.csv
memento,memento,n,,sesamewords_leveled_list_with_mnemonics.csv
memoir,memoir,n,,sesamewords_leveled_list_with_mnemonics.csv
memorable,memorable,adj,,sesamewords_leveled_list_with_mnemonics.csv
menagerie,menagerie,n,,sesamewords_leveled_list_with_mnemonics.csv
mend,mend,v,,sesamewords_leveled_list_with_mnemonics.csv
mendacious,mendacious,adj,,sesamewords_leveled_list_with_mnemonics.csv
mendacity,mendacity,n,,sesamewords_leveled_list_with_mnemonics.csv
mendicant,mendicant,n,,sesamewords_leveled_list_with_mnemonics.csv
menial,menial,adj,,sesamewords_leveled_list_with_mnemonics.csv
mercenary,mercenary,n,,sesamewords_leveled_list_with_mnemonics.csv
mesmerize,mesmerize,v,,sesamewords_leveled_list_with_mnemonics.csv
metamorphosis,metamorphosis,n,,sesamewords_leveled_list_with_mnemonics.csv
metaphorical,metaphorical,adj,,sesamewords_leveled_list_with_mnemonics.csv
methodical,methodical,adj,,sesamewords_leveled_list_with_mnemonics.csv
meticulous,meticulous,adj,,sesamewords_leveled_list_with_mnemonics.csv
mettle,mettle,n,,sesamewords_leveled_list_with_mnemonics.csv
mettlesome,mettlesome,,,sesamewords_leveled_list_with_mnemonics.csv
miasma,miasma,n,,sesamewords_leveled_list_with_mnemonics.csv
microcosm,microcosm,n,,sesamewords_leveled_list_with_mnemonics.csv
miff,miff,,,sesamewords_leveled_list_with_mnemonics.csv
migrant,migrant,n,,sesamewords_leveled_list_with_mnemonics.csv
migrate,migrate,v,,sesamewords_leveled_list_with_mnemonics.csv
migratory,migratory,adj,,sesamewords_leveled_list_with_mnemonics.csv
milestone,milestone,n,,sesamewords_leveled_list_with_mnemonics.csv
milieu,milieu,,,sesamewords_leveled_list_with_mnemonics.csv
militant,militant,adj,,sesamewords_leveled_list_with_mnemonics.csv
mimic,mimic,v,,sesamewords_leveled_list_with_mnemonics.csv
mimicry,mimicry,,,sesamewords_leveled_list_with_mnemonics.csv
mince,mince,v,,sesamewords_leveled_list_with_mnemonics.csv
mingle,mingle,v,,sesamewords_leveled_list_with_mnemonics.csv
minuscule,minuscule,n,,sesamewords_leveled_list_with_mnemonics.csv
miraculous,miraculous,adj,,sesamewords_leveled_list_with_mnemonics.csv
mirage,mirage,n,,sesamewords_leveled_list_with_mnemonics.csv
mirth,mirth,n,,sesamewords_leveled_list_with_mnemonics.csv
misanthrope,misanthrope,n,,sesamewords_leveled_list_with_mnemonics.csv
misapprehension,misapprehension,n,,sesamewords_leveled_list_with_mnemonics.csv
misbehave,misbehave,v,,sesamewords_leveled_list_with_mnemonics.csv
mischief,mischief,n,,sesamewords_leveled_list_with_mnemonics.csv
mischievous,mischievous,adj,,sesamewords_leveled_list_with_mnemonics.csv
misconception,misconception,n,,sesamewords_leveled_list_with_mnemonics.csv
miscreant,miscreant,n,,sesamewords_leveled_list_with_mnemonics.csv
misdeed,misdeed,n,,sesamewords_leveled_list_with_mnemonics.csv
miser,miser,n,,sesamewords_leveled_list_with_mnemonics.csv
miserly,miserly,,,sesamewords_leveled_list_with_mnemonics.csv
misfortune,misfortune,n,,sesamewords_leveled_list_with_mnemonics.csv
mishap,mishap,n,,sesamewords_leveled_list_with_mnemonics.csv
misjudgment,misjudgment,,,sesamewords_leveled_list_with_mnemonics.csv
mislead,mislead,v,,sesamewords_leveled_list_with_mnemonics.csv
mismanagement,mismanagement,n,,sesamewords_leveled_list_with_mnemonics.csv
misnomer,misnomer,n,,sesamewords_leveled_list_with_mnemonics.csv
misrepresent,misrepresent,v,,sesamewords_leveled_list_with_mnemonics.csv
missive,missive,n,,sesamewords_leveled_list_with_mnemonics.csv
misunderstand,misunderstand,v,,sesamewords_leveled_list_with_mnemonics.csv
mite,mite,n,,sesamewords_leveled_list_with_mnemonics.csv
mitigate,mitigate,v,,sesamewords_leveled_list_with_mnemonics.csv
mock,mock,v,,sesamewords_leveled_list_with_mnemonics.csv
moderation,moderation,n,,sesamewords_leveled_list_with_mnemonics.csv
modest,modest,adj,,sesamewords_leveled_list_with_mnemonics.csv
modesty,modesty,n,,sesamewords_leveled_list_with_mnemonics.csv
modicum,modicum,n,,sesamewords_leveled_list_with_mnemonics.csv
molten,molten,v,,sesamewords_leveled_list_with_mnemonics.csv
momentous,momentous,adj,,sesamewords_leveled_list_with_mnemonics.csv
momentum,momentum,n,,sesamewords_leveled_list_with_mnemonics.csv
monarchical,monarchical,adj,,sesamewords_leveled_list_with_mnemonics.csv
monarchy,monarchy,n,,sesamewords_leveled_list_with_mnemonics.csv
monochromatic,monochromatic,adj,,sesamewords_leveled_list_with_mnemonics.csv
monopoly,monopoly,n,,sesamewords_leveled_list_with_mnemonics.csv
monotonous,monotonous,adj,,sesamewords_leveled_list_with_mnemonics.csv
monotony,monotony,,,sesamewords_leveled_list_with_mnemonics.csv
moor,moor,v,,sesamewords_leveled_list_with_mnemonics.csv
mope,mope,v,,sesamewords_leveled_list_with_mnemonics.csv
morality,morality,n,,sesamewords_leveled_list_with_mnemonics.csv
moratorium,moratorium,n,,sesamewords_leveled_list_with_mnemonics.csv
morbid,morbid,adj,,sesamewords_leveled_list_with_mnemonics.csv
mores,mores,n,,sesamewords_leveled_list_with_mnemonics.csv
moribund,moribund,adj,,sesamewords_leveled_list_with_mnemonics.csv
morsel,morsel,n,,sesamewords_leveled_list_with_mnemonics.csv
mortal,mortal,adj,,sesamewords_leveled_list_with_mnemonics.csv
mosaic,mosaic,n,,sesamewords_leveled_list_with_mnemonics.csv
mote,mote,n,,sesamewords_leveled_list_with_mnemonics.csv
motif,motif,n,,sesamewords_leveled_list_with_mnemonics.csv
motley,motley,v,,sesamewords_leveled_list_with_mnemonics.csv
mottle,mottle,,,sesamewords_leveled_list_with_mnemonics.csv
mountainous,mountainous,,,sesamewords_leveled_list_with_mnemonics.csv
mourn,mourn,v,,sesamewords_leveled_list_with_mnemonics.csv
muddle,muddle,n,,sesamewords_leveled_list_with_mnemonics.csv
muggy,muggy,adj,,sesamewords_leveled_list_with_mnemonics.csv
multifaceted,multifaceted,adj,,sesamewords_leveled_list_with_mnemonics.csv
multiplicity,multiplicity,n,,sesamewords_leveled_list_with_mnemonics.csv
mundane,mundane,adj,,sesamewords_leveled_list_with_mnemonics.csv
munificent,munificent,adj,,sesamewords_leveled_list_with_mnemonics.csv
mural,mural,n,,sesamewords_leveled_list_with_mnemonics.csv
murky,murky,adj,,sesamewords_leveled_list_with_mnemonics.csv
musculature,musculature,n,,sesamewords_leveled_list_with_mnemonics.csv
muse,muse,v,,sesamewords_leveled_list_with_mnemonics.csv
musky,musky,,,sesamewords_leveled_list_with_mnemonics.csv
muster,muster,v,,sesamewords_leveled_list_with_mnemonics.csv
musty,musty,adj,,sesamewords_leveled_list_with_mnemonics.csv
mutable,mutable,adj,,sesamewords_leveled_list_with_mnemonics.csv
mute,mute,adj,,sesamewords_leveled_list_with_mnemonics.csv
mutilate,mutilate,v,,sesamewords_leveled_list_with_mnemonics.csv
mutinous,mutinous,adj,,sesamewords_leveled_list_with_mnemonics.csv
mutiny,mutiny,n,,sesamewords_leveled_list_with_mnemonics.csv
myopia,myopia,n,,sesamewords_leveled_list_with_mnemonics.csv
myopic,myopic,adj,,sesamewords_leveled_list_with_mnemonics.csv
myriad,myriad,adj,,sesamewords_leveled_list_with_mnemonics.csv
mysterious,mysterious,adj,,sesamewords_leveled_list_with_mnemonics.csv
mystical,mystical,adj,,sesamewords_leveled_list_with_mnemonics.csv
mythical,mythical,adj,,sesamewords_leveled_list_with_mnemonics.csv
nadir,nadir,n,,sesamewords_leveled_list_with_mnemonics.csv
naive,naive,adj,,sesamewords_leveled_list_with_mnemonics.csv
naivete,naivete,n,,sesamewords_leveled_list_with_mnemonics.csv
narcissist,narcissist,n,,sesamewords_leveled_list_with_mnemonics.csv
nascent,nascent,adj,,sesamewords_leveled_list_with_mnemonics.csv
natty,natty,adj,,sesamewords_leveled_list_with_mnemonics.csv
naturalistic,naturalistic,adj,,sesamewords_leveled_list_with_mnemonics.csv
nauseate,nauseate,v,,sesamewords_leveled_list_with_mnemonics.csv
navigable,navigable,adj,,sesamewords_leveled_list_with_mnemonics.csv
naysayer,naysayer,,,sesamewords_leveled_list_with_mnemonics.csv
nebulous,nebulous,adj,,sesamewords_leveled_list_with_mnemonics.csv
necessitate,necessitate,v,,sesamewords_leveled_list_with_mnemonics.csv
nefarious,nefarious,adj,,sesamewords_leveled_list_with_mnemonics.csv
negligence,negligence,n,,sesamewords_leveled_list_with_mnemonics.csv
negligent,negligent,adj,,sesamewords_leveled_list_with_mnemonics.csv
negligible,negligible,adj,,sesamewords_leveled_list_with_mnemonics.csv
negotiable,negotiable,adj,,sesamewords_leveled_list_with_mnemonics.csv
neologism,neologism,n,,sesamewords_leveled_list_with_mnemonics.csv
nepotism,nepotism,n,,sesamewords_leveled_list_with_mnemonics.csv
nestle,nestle,v,,sesamewords_leveled_list_with_mnemonics.csv
neutrality,neutrality,n,,sesamewords_leveled_list_with_mnemonics.csv
neutralize,neutralize,v,,sesamewords_leveled_list_with_mnemonics.csv
niche,niche,n,,sesamewords_leveled_list_with_mnemonics.csv
nihilism,nihilism,n,,sesamewords_leveled_list_with_mnemonics.csv
nip,nip,v,,sesamewords_leveled_list_with_mnemonics.csv
nirvana,nirvana,n,,sesamewords_leveled_list_with_mnemonics.csv
nocturnal,nocturnal,adj,,sesamewords_leveled_list_with_mnemonics.csv
noisy,noisy,adj,,sesamewords_leveled_list_with_mnemonics.csv
nomad,nomad,n,,sesamewords_leveled_list_with_mnemonics.csv
nomadic,nomadic,adj,,sesamewords_leveled_list_with_mnemonics.csv
nomenclature,nomenclature,n,,sesamewords_leveled_list_with_mnemonics.csv
nominal,nominal,adj,,sesamewords_leveled_list_with_mnemonics.csv
nonchalance,nonchalance,n,,sesamewords_leveled_list_with_mnemonics.csv
nonconformity,nonconformity,n,,sesamewords_leveled_list_with_mnemonics.csv
nondescript,nondescript,adj,,sesamewords_leveled_list_with_mnemonics.csv
nonentity,nonentity,n,,sesamewords_leveled_list_with_mnemonics.csv
nonpartisan,nonpartisan,,,sesamewords_leveled_list_with_mnemonics.csv
