word,display_form,part_of_speech,difficulty,frequency_rank
grandiose,grandiose,adj,SAT,
grapple,grapple,v,SAT,
grassroots,grassroots,adj,SAT,
grate,grate,n,SAT,
gratify,gratify,v,SAT,
gratitude,gratitude,n,SAT,
gratuitous,gratuitous,adj,SAT,
gravity,gravity,n,hard,
gregarious,gregarious,adj,SAT,
grieve,grieve,v,SAT,
grievous,grievous,adj,SAT,
grill,grill,n,hard,
grim,grim,adj,SAT,
grimace,grimace,v,SAT,
grip,grip,v,hard,
gripe,gripe,n,SAT,
grisly,grisly,adj,SAT,
groundbreaking,groundbreaking,,SAT,
grouse,grouse,v,SAT,
grovel,grovel,v,SAT,
grudge,grudge,n,SAT,
gruel,gruel,n,SAT,
gruff,gruff,adj,SAT,
guardian,guardian,n,hard,
gubernatorial,gubernatorial,adj,SAT,
guffaw,guffaw,v,SAT,
guidance,guidance,n,hard,
guilt,guilt,,SAT,
guise,guise,n,SAT,
gullible,gullible,adj,SAT,
gusto,gusto,n,SAT,
gusty,gusty,adj,SAT,
habitat,habitat,n,hard,
habitual,habitual,adj,SAT,
habituate,habituate,,SAT,
hackney,hackney,,SAT,
haggard,haggard,adj,SAT,
haggle,haggle,v,SAT,
halfhearted,halfhearted,,SAT,
hallow,hallow,,SAT,
halt,halt,v,SAT,
hamper,hamper,v,SAT,
handicraft,handicraft,,SAT,
hangar,hangar,n,SAT,
harangue,harangue,v,SAT,
harbinger,harbinger,v,SAT,
hardheaded,hardheaded,,SAT,
hardship,hardship,n,SAT,
hardy,hardy,adj,SAT,
harm,harm,n,hard,
harmful,harmful,,hard,
harmonic,harmonic,adj,SAT,
harmonious,harmonious,adj,SAT,
harmonize,harmonize,v,SAT,
harmony,harmony,n,hard,
harvest,harvest,v,hard,
haughty,haughty,adj,SAT,
haunt,haunt,v,SAT,
haven,haven,n,hard,
havoc,havoc,n,SAT,
hazard,hazard,n,hard,
hazardous,hazardous,adj,hard,
hazy,hazy,adj,SAT,
headlong,headlong,adv,SAT,
headstrong,headstrong,adj,SAT,
hearth,hearth,n,SAT,
heartrending,heartrending,adj,SAT,
hearty,hearty,adj,SAT,
heckler,heckler,n,SAT,
hectic,hectic,adj,SAT,
hedonist,hedonist,n,SAT,
hedonistic,hedonistic,adj,SAT,
heed,heed,v,SAT,
hegemony,hegemony,n,SAT,
heinous,heinous,adj,SAT,
helm,helm,n,SAT,
hence,hence,adv,hard,
hereditary,hereditary,adj,SAT,
heresy,heresy,n,SAT,
heretical,heretical,adj,SAT,
heritage,heritage,n,hard,
hermetic,hermetic,adj,SAT,
hermitage,hermitage,n,SAT,
hesitant,hesitant,adj,SAT,
hesitation,hesitation,n,SAT,
heterogeneous,heterogeneous,adj,SAT,
hew,hew,v,SAT,
heyday,heyday,n,SAT,
hiatus,hiatus,n,SAT,
hierarchical,hierarchical,adj,SAT,
hierarchy,hierarchy,n,hard,
hieroglyph,hieroglyph,n,SAT,
hinder,hinder,v,SAT,
hint,hint,v,hard,
histrionic,histrionic,adj,SAT,
hitherto,hitherto,adv,SAT,
hoary,hoary,adj,SAT,
hoax,hoax,v,SAT,
holistic,holistic,adj,SAT,
hollow,hollow,n,SAT,
holster,holster,n,SAT,
homage,homage,n,SAT,
homicide,homicide,n,SAT,
homily,homily,n,SAT,
homogeneous,homogeneous,adj,SAT,
hone,hone,v,SAT,
honest,honest,adj,hard,
horde,horde,n,SAT,
horrify,horrify,v,SAT,
hospitable,hospitable,adj,SAT,
hospitality,hospitality,n,hard,
hostile,hostile,,SAT,
hostility,hostility,n,SAT,
hovel,hovel,n,SAT,
hover,hover,v,SAT,
howl,howl,,SAT,
hubris,hubris,n,SAT,
huddle,huddle,v,SAT,
hue,hue,n,SAT,
hulk,hulk,v,SAT,
humane,humane,adj,SAT,
humanism,humanism,,SAT,
humanitarian,humanitarian,adj,SAT,
humiliate,humiliate,v,SAT,
humility,humility,n,SAT,
hungry,hungry,adj,SAT,
husband,husband,,hard,
hybrid,hybrid,n,hard,
hyperbole,hyperbole,n,SAT,
hypocritical,hypocritical,adj,SAT,
hypothesis,hypothesis,n,hard,
hypothetical,hypothetical,adj,SAT,
hysterical,hysterical,adj,SAT,
iconoclast,iconoclast,n,SAT,
iconoclastic,iconoclastic,adj,SAT,
idealism,idealism,n,SAT,
idealize,idealize,v,SAT,
identical,identical,adj,hard,
ideology,ideology,n,SAT,
idiosyncratic,idiosyncratic,adj,SAT,
idle,idle,adj,hard,
idolatry,idolatry,n,SAT,
idolize,idolize,v,SAT,
idyllic,idyllic,adj,SAT,
ignite,ignite,v,SAT,
ignoble,ignoble,adj,SAT,
ignominious,ignominious,adj,SAT,
ignominy,ignominy,n,SAT,
ignorant,ignorant,adj,SAT,
illegible,illegible,adj,SAT,
illegitimate,illegitimate,adj,SAT,
illicit,illicit,adj,SAT,
illiterate,illiterate,adj,SAT,
illuminate,illuminate,v,SAT,
illusion,illusion,n,SAT,
illusory,illusory,adj,SAT,
illustrate,illustrate,v,hard,
illustrious,illustrious,adj,SAT,
imaginary,imaginary,adj,SAT,
imaginative,imaginative,adj,SAT,
imagine,imagine,v,hard,
imbalance,imbalance,n,SAT,
imbibe,imbibe,v,SAT,
imbue,imbue,v,SAT,
imitation,imitation,n,SAT,
imitative,imitative,adj,SAT,
immaculate,immaculate,adj,SAT,
immigrant,immigrant,n,hard,
immigrate,immigrate,v,SAT,
imminent,imminent,adj,SAT,
immobile,immobile,adj,SAT,
immobility,immobility,n,SAT,
immune,immune,n,hard,
immunize,immunize,v,SAT,
immutable,immutable,adj,SAT,
impair,impair,v,hard,
impale,impale,v,SAT,
impart,impart,v,SAT,
impartial,impartial,adj,SAT,
impassable,impassable,adj,SAT,
impasse,impasse,n,SAT,
impassive,impassive,adj,SAT,
impassivity,impassivity,n,SAT,
impatient,impatient,adj,SAT,
impeccable,impeccable,adj,SAT,
impecunious,impecunious,adj,SAT,
impend,impend,,SAT,
imperative,imperative,adj,SAT,
imperceptible,imperceptible,adj,SAT,
imperfection,imperfection,n,SAT,
imperial,imperial,adj,hard,
impermeable,impermeable,adj,SAT,
impersonate,impersonate,v,SAT,
imperturbable,imperturbable,adj,SAT,
impervious,impervious,adj,SAT,
impetuous,impetuous,adj,SAT,
impetus,impetus,n,SAT,
impiety,impiety,n,SAT,
impious,impious,adj,SAT,
implacable,implacable,adj,SAT,
implausible,implausible,adj,SAT,
implicate,implicate,v,SAT,
implication,implication,n,hard,
implicit,implicit,adj,SAT,
implode,implode,v,SAT,
implore,implore,v,SAT,
imply,imply,v,hard,
importune,importune,v,SAT,
impose,impose,v,hard,
impossible,impossible,adj,hard,
impostor,impostor,n,SAT,
impotent,impotent,adj,SAT,
impoverish,impoverish,v,SAT,
impractical,impractical,adj,SAT,
imprecise,imprecise,adj,SAT,
impregnable,impregnable,adj,SAT,
impressionable,impressionable,adj,SAT,
impressive,impressive,adj,hard,
imprison,imprison,v,SAT,
impromptu,impromptu,n,SAT,
improper,improper,adj,SAT,
improvisation,improvisation,n,SAT,
improvisational,improvisational,,SAT,
improvise,improvise,v,SAT,
impugn,impugn,v,SAT,
impulse,impulse,n,SAT,
impunity,impunity,n,SAT,
impurity,impurity,n,SAT,
inaccessible,inaccessible,adj,SAT,
inaccurate,inaccurate,adj,SAT,
inadequate,inadequate,adj,SAT,
inadvertent,inadvertent,adj,SAT,
inane,inane,adj,SAT,
inanimate,inanimate,adj,SAT,
inappropriate,inappropriate,adj,hard,
inarticulate,inarticulate,adj,SAT,
inattention,inattention,n,SAT,
inaudible,inaudible,,SAT,
inaugurate,inaugurate,v,SAT,
inbreed,inbreed,,SAT,
incandescent,incandescent,adj,SAT,
incantation,incantation,n,SAT,
incapacitate,incapacitate,v,SAT,
incense,incense,n,SAT,
incentive,incentive,n,hard,
incessant,incessant,adj,SAT,
incidence,incidence,n,hard,
incident,incident,n,hard,
incipient,incipient,adj,SAT,
incise,incise,v,SAT,
inclement,inclement,adj,SAT,
inclusive,inclusive,adj,hard,
incognito,incognito,adv,SAT,
incoherent,incoherent,adj,SAT,
incompatible,incompatible,adj,SAT,
inconclusive,inconclusive,adj,SAT,
incongruity,incongruity,n,SAT,
incongruous,incongruous,adj,SAT,
inconsequential,inconsequential,adj,SAT,
inconsistency,inconsistency,n,SAT,
inconsistent,inconsistent,adj,SAT,
inconspicuous,inconspicuous,adj,SAT,
inconvenient,inconvenient,adj,SAT,
incorporeal,incorporeal,adj,SAT,
incorrigible,incorrigible,adj,SAT,
incredible,incredible,adj,hard,
incredulous,incredulous,adj,SAT,
increment,increment,n,SAT,
incubate,incubate,v,SAT,
incumbent,incumbent,n,SAT,
incur,incur,v,hard,
indecent,indecent,,SAT,
indecisive,indecisive,adj,SAT,
indefatigable,indefatigable,adj,SAT,
indefinite,indefinite,adj,SAT,
indelible,indelible,adj,SAT,
independence,independence,n,hard,
indeterminate,indeterminate,adj,SAT,
indication,indication,n,hard,
indicator,indicator,n,hard,
indict,indict,v,SAT,
indictment,indictment,n,SAT,
indifference,indifference,n,SAT,
indifferent,indifferent,adj,SAT,
indigence,indigence,n,SAT,
indigenous,indigenous,adj,hard,
indignant,indignant,adj,SAT,
indignation,indignation,n,SAT,
indirect,indirect,adj,hard,
indiscriminate,indiscriminate,adj,SAT,
indispensable,indispensable,adj,SAT,
indisputable,indisputable,adj,SAT,
individualize,individualize,v,SAT,
indivisible,indivisible,adj,SAT,
indolence,indolence,n,SAT,
indolent,indolent,adj,SAT,
indomitable,indomitable,adj,SAT,
indubitable,indubitable,adj,SAT,
induce,induce,v,hard,
induction,induction,n,SAT,
indulge,indulge,v,SAT,
indulgence,indulgence,n,SAT,
indulgent,indulgent,adj,SAT,
industrious,industrious,adj,SAT,
ineffable,ineffable,adj,SAT,
ineffective,ineffective,,SAT,
inefficient,inefficient,adj,SAT,
inelegant,inelegant,adj,SAT,
inept,inept,adj,SAT,
ineptitude,ineptitude,n,SAT,
inert,inert,adj,SAT,
inescapable,inescapable,,SAT,
inestimable,inestimable,adj,SAT,
inevitable,inevitable,adj,hard,
inexcusable,inexcusable,adj,SAT,
inexhaustible,inexhaustible,adj,SAT,
inexpensive,inexpensive,,SAT,
inexplicable,inexplicable,adj,SAT,
infallible,infallible,,SAT,
infatuate,infatuate,,SAT,
infatuation,infatuation,n,SAT,
infection,infection,n,hard,
infectious,infectious,adj,SAT,
infelicity,infelicity,n,SAT,
inferior,inferior,adj,SAT,
inferiority,inferiority,n,SAT,
infernal,infernal,adj,SAT,
infest,infest,v,SAT,
infidel,infidel,n,SAT,
infighting,infighting,,SAT,
infiltrate,infiltrate,v,SAT,
infinitesimal,infinitesimal,n,SAT,
infirm,infirm,adj,SAT,
inflame,inflame,v,SAT,
inflammatory,inflammatory,adj,SAT,
inflate,inflate,v,SAT,
inflexible,inflexible,adj,SAT,
inflict,inflict,v,SAT,
influential,influential,adj,SAT,
influx,influx,n,SAT,
informal,informal,adj,hard,
infrequent,infrequent,adj,SAT,
infuriate,infuriate,v,SAT,
infuse,infuse,v,SAT,
infusion,infusion,n,SAT,
ingenious,ingenious,adj,SAT,
ingenue,ingenue,n,SAT,
ingenuous,ingenuous,adj,SAT,
ingrain,ingrain,,SAT,
ingrate,ingrate,n,SAT,
ingratiate,ingratiate,v,SAT,
ingredient,ingredient,n,hard,
inhabit,inhabit,v,SAT,
inhale,inhale,v,SAT,
inhibition,inhibition,n,SAT,
inimical,inimical,adj,SAT,
inimitable,inimitable,adj,SAT,
iniquity,iniquity,n,SAT,
initiate,initiate,v,hard,
injunction,injunction,n,SAT,
injure,injure,v,hard,
inkling,inkling,,SAT,
innocence,innocence,n,SAT,
innocuous,innocuous,adj,SAT,
innovate,innovate,v,SAT,
innovation,innovation,n,hard,
innovative,innovative,adj,hard,
inoffensive,inoffensive,adj,SAT,
inopportune,inopportune,adj,SAT,
inquisitive,inquisitive,adj,SAT,
inquisitor,inquisitor,n,SAT,
insatiable,insatiable,adj,SAT,
insecure,insecure,adj,SAT,
insecurity,insecurity,n,SAT,
insensible,insensible,adj,SAT,
inseparable,inseparable,adj,SAT,
insider,insider,n,hard,
insidious,insidious,adj,SAT,
insight,insight,n,hard,
insightful,insightful,,hard,
insignificant,insignificant,adj,SAT,
insincere,insincere,adj,SAT,
insincerity,insincerity,n,SAT,
insinuate,insinuate,v,SAT,
insolence,insolence,n,SAT,
insolvent,insolvent,n,SAT,
inspect,inspect,v,hard,
inspiration,inspiration,n,hard,
instantaneous,instantaneous,adj,SAT,
instigate,instigate,v,SAT,
instinct,instinct,n,SAT,
instinctive,instinctive,adj,SAT,
institutional,institutional,adj,hard,
instruct,instruct,v,SAT,
instructor,instructor,n,hard,
instrumental,instrumental,adj,hard,
insubordinate,insubordinate,adj,SAT,
insubordination,insubordination,n,SAT,
insubstantial,insubstantial,adj,SAT,
insufferable,insufferable,adj,SAT,
insufficient,insufficient,adj,SAT,
insular,insular,adj,SAT,
insularity,insularity,n,SAT,
insuperable,insuperable,adj,SAT,
insurgent,insurgent,n,SAT,
intact,intact,adj,SAT,
intangible,intangible,n,SAT,
integral,integral,adj,hard,
integrity,integrity,n,hard,
intellectual,intellectual,n,hard,
intemperance,intemperance,n,SAT,
intemperate,intemperate,adj,SAT,
intended,intended,,hard,
intense,intense,adj,hard,
intensity,intensity,n,hard,
intensive,intensive,adj,hard,
intent,intent,adj,hard,
inter,inter,v,hard,
interact,interact,v,hard,
intercept,intercept,v,SAT,
interdependence,interdependence,n,SAT,
interfere,interfere,v,SAT,
interim,interim,adj,hard,
interloper,interloper,n,SAT,
intermediate,intermediate,adj,hard,
interminable,interminable,adj,SAT,
intermittent,intermittent,adj,SAT,
intern,intern,v,SAT,
interpersonal,interpersonal,adj,SAT,
interplay,interplay,n,SAT,
interpret,interpret,v,hard,
interpretation,interpretation,n,hard,
interrelate,interrelate,v,SAT,
interrogate,interrogate,v,SAT,
interrupt,interrupt,v,hard,
intertwine,intertwine,v,SAT,
interval,interval,n,hard,
intervene,intervene,v,SAT,
intervention,intervention,n,hard,
intimate,intimate,adj,hard,
intimidate,intimidate,v,SAT,
intimidation,intimidation,n,SAT,
intolerance,intolerance,n,SAT,
intonation,intonation,n,SAT,
intone,intone,v,SAT,
intractable,intractable,adj,SAT,
intransigence,intransigence,n,SAT,
intrepid,intrepid,adj,SAT,
intricate,intricate,adj,SAT,
intrinsic,intrinsic,adj,SAT,
introspective,introspective,adj,SAT,
intrude,intrude,v,SAT,
intrusive,intrusive,adj,SAT,
intuition,intuition,n,SAT,
intuitive,intuitive,adj,SAT,
inure,inure,v,SAT,
invalidate,invalidate,v,SAT,
invaluable,invaluable,adj,SAT,
invariable,invariable,adj,SAT,
invective,invective,n,SAT,
inventory,inventory,n,hard,
inverse,inverse,adj,SAT,
invert,invert,v,SAT,
investigate,investigate,v,hard,
investigative,investigative,adj,SAT,
inveterate,inveterate,adv,SAT,
invigoration,invigoration,,SAT,
invincible,invincible,adj,SAT,
inviolate,inviolate,adj,SAT,
invocation,invocation,n,SAT,
invoke,invoke,v,hard,
involvement,involvement,n,hard,
iota,iota,n,SAT,
irascible,irascible,,SAT,
irate,irate,adj,SAT,
ironic,ironic,adj,SAT,
irony,irony,n,SAT,
irrational,irrational,adj,SAT,
irrefutable,irrefutable,adj,SAT,
irregular,irregular,adj,SAT,
irrelevant,irrelevant,adj,SAT,
irreparable,irreparable,adj,SAT,
irrepressible,irrepressible,adj,SAT,
irreproachable,irreproachable,adj,SAT,
irresolute,irresolute,adj,SAT,
irresponsible,irresponsible,adj,SAT,
irreverent,irreverent,adj,SAT,
irrevocable,irrevocable,adj,SAT,
irrigate,irrigate,v,SAT,
isolate,isolate,v,hard,
itinerant,itinerant,n,SAT,
itinerary,itinerary,n,SAT,
jade,jade,n,SAT,
jargon,jargon,n,SAT,
jaunt,jaunt,v,SAT,
jest,jest,v,SAT,
jingle,jingle,v,SAT,
jingoism,jingoism,n,SAT,
jocular,jocular,adj,SAT,
jollity,jollity,,SAT,
jostle,jostle,v,SAT,
joyous,joyous,adj,SAT,
jubilant,jubilant,adj,SAT,
jubilation,jubilation,n,SAT,
jubilee,jubilee,n,SAT,
judgment,judgment,n,hard,
judgmental,judgmental,,SAT,
judicious,judicious,adj,SAT,
juncture,juncture,n,SAT,
jungle,jungle,n,hard,
junta,junta,n,SAT,
jurisdiction,jurisdiction,n,hard,
justifiable,justifiable,adj,SAT,
justification,justification,n,SAT,
juxtapose,juxtapose,v,SAT,
juxtaposition,juxtaposition,n,SAT,
keen,keen,adj,hard,
kernel,kernel,n,hard,
killjoy,killjoy,n,SAT,
kin,kin,n,SAT,
kinetic,kinetic,adj,SAT,
knack,knack,n,SAT,
knoll,knoll,n,SAT,
knotty,knotty,adj,SAT,
kudos,kudos,n,SAT,
labyrinth,labyrinth,n,SAT,
labyrinthine,labyrinthine,adj,SAT,
lackluster,lackluster,adj,SAT,
laggard,laggard,n,SAT,
lair,lair,n,SAT,
laity,laity,n,SAT,
lament,lament,v,SAT,
lamentable,lamentable,adj,SAT,
landlocked,landlocked,adj,SAT,
landmark,landmark,n,hard,
landslide,landslide,n,SAT,
languid,languid,adj,SAT,
languish,languish,v,SAT,
languor,languor,n,SAT,
larceny,larceny,n,SAT,
larder,larder,n,SAT,
largess,largess,n,SAT,
lassitude,lassitude,n,SAT,
latency,latency,n,SAT,
latent,latent,adj,SAT,
lateral,lateral,n,SAT,
latitude,latitude,n,hard,
laughter,laughter,n,SAT,
lavish,lavish,v,SAT,
lax,lax,adj,SAT,
leaven,leaven,v,SAT,
lechery,lechery,n,SAT,
lecture,lecture,n,hard,
leeway,leeway,n,SAT,
legacy,legacy,n,hard,
legend,legend,n,hard,
legendary,legendary,adj,SAT,
legerdemain,legerdemain,,SAT,
legible,legible,adj,SAT,
legislate,legislate,v,SAT,
legitimate,legitimate,adj,hard,
legitimize,legitimize,,SAT,
leisure,leisure,n,hard,
leisurely,leisurely,,hard,
lengthy,lengthy,adj,SAT,
leniency,leniency,n,SAT,
lethal,lethal,adj,SAT,
lethargic,lethargic,adj,SAT,
levee,levee,n,SAT,
levity,levity,n,SAT,
levy,levy,v,hard,
lewd,lewd,adj,SAT,
lexicon,lexicon,n,SAT,
liable,liable,adj,hard,
liaison,liaison,n,SAT,
libel,libel,v,SAT,
liberal,liberal,n,hard,
liberality,liberality,n,SAT,
liberate,liberate,v,SAT,
libertine,libertine,n,SAT,
liberty,liberty,n,hard,
licentious,licentious,adj,SAT,
lighthearted,lighthearted,,SAT,
likewise,likewise,adv,SAT,
limber,limber,v,SAT,
limitation,limitation,n,hard,
lineage,lineage,,SAT,
linger,linger,v,SAT,
lionize,lionize,v,SAT,
liquefy,liquefy,v,SAT,
listless,listless,adj,SAT,
litany,litany,n,SAT,
literacy,literacy,n,hard,
literal,literal,adj,hard,
literate,literate,adj,SAT,
lithe,lithe,adj,SAT,
litigation,litigation,,hard,
livelihood,livelihood,n,SAT,
livid,livid,adj,SAT,
loathe,loathe,v,SAT,
lobby,lobby,n,hard,
lobbyist,lobbyist,n,SAT,
lofty,lofty,adj,SAT,
logic,logic,n,hard,
logical,logical,adj,hard,
loiter,loiter,v,SAT,
loll,loll,v,SAT,
lone,lone,adj,SAT,
loner,loner,n,SAT,
longevity,longevity,n,SAT,
longing,longing,,SAT,
loom,loom,v,SAT,
lope,lope,v,SAT,
loquacity,loquacity,n,SAT,
loyalty,loyalty,n,SAT,
lubricate,lubricate,v,SAT,
luck,luck,n,hard,
lucrative,lucrative,adj,SAT,
ludicrous,ludicrous,adj,SAT,
lugubrious,lugubrious,adj,SAT,
lull,lull,n,SAT,
lullaby,lullaby,n,SAT,
luminous,luminous,adj,SAT,
lunar,lunar,adj,SAT,
lunge,lunge,v,SAT,
lurch,lurch,v,SAT,
lure,lure,v,SAT,
lurid,lurid,adj,SAT,
lurk,lurk,v,SAT,
lush,lush,adj,SAT,
luxurious,luxurious,adj,SAT,
machination,machination,,SAT,
maelstrom,maelstrom,n,SAT,
magnanimity,magnanimity,n,SAT,
magnanimous,magnanimous,adj,SAT,
magnitude,magnitude,n,hard,
maim,maim,v,SAT,
mainstay,mainstay,n,SAT,
makeshift,makeshift,adj,SAT,
malady,malady,n,SAT,
malaise,malaise,n,SAT,
malaria,malaria,n,SAT,
malediction,malediction,,SAT,
malevolent,malevolent,adj,SAT,
malfeasance,malfeasance,n,SAT,
malice,malice,n,SAT,
malicious,malicious,adj,SAT,
malign,malign,adj,SAT,
malignant,malignant,adj,SAT,
malinger,malinger,,SAT,
malingerer,malingerer,n,SAT,
manageable,manageable,adj,SAT,
mandate,mandate,v,hard,
mandatory,mandatory,adj,hard,
maneuver,maneuver,v,SAT,
maniacal,maniacal,adj,SAT,
manifesto,manifesto,n,SAT,
manifold,manifold,n,SAT,
manipulate,manipulate,v,SAT,
manipulative,manipulative,adj,SAT,
margin,margin,n,hard,
marginal,marginal,adj,SAT,
marital,marital,adj,SAT,
marquee,marquee,n,SAT,
marsh,marsh,n,SAT,
marshal,marshal,n,SAT,
martial,martial,adj,hard,
martinet,martinet,n,SAT,
martyr,martyr,n,SAT,
marvel,marvel,v,SAT,
mask,mask,,hard,
massive,massive,adj,hard,
mastery,mastery,n,SAT,
mate,mate,v,hard,
materialism,materialism,n,SAT,
maternal,maternal,adj,SAT,
matriarch,matriarch,n,SAT,
matriculate,matriculate,v,SAT,
maturation,maturation,n,SAT,
maturity,maturity,n,SAT,
maudlin,maudlin,adj,SAT,
maul,maul,v,SAT,
maverick,maverick,n,SAT,
maxim,maxim,n,SAT,
maximize,maximize,v,hard,
meager,meager,adj,SAT,
meander,meander,v,SAT,
mechanical,mechanical,adj,hard,
mechanization,mechanization,n,SAT,
meddle,meddle,v,SAT,
mediate,mediate,v,SAT,
mediocre,mediocre,adj,SAT,
meditation,meditation,n,hard,
medley,medley,n,SAT,
meek,meek,adj,SAT,
melancholy,melancholy,n,SAT,
mellifluous,mellifluous,adj,SAT,
mellow,mellow,v,SAT,
melodious,melodious,adj,SAT,
melodrama,melodrama,n,SAT,
membrane,membrane,n,hard,
membranous,membranous,,SAT,
memento,memento,n,SAT,
memoir,memoir,n,SAT,
memorable,memorable,adj,SAT,
menagerie,menagerie,n,SAT,
mend,mend,v,SAT,
mendacious,mendacious,adj,SAT,
mendacity,mendacity,n,SAT,
mendicant,mendicant,n,SAT,
menial,menial,adj,SAT,
mentor,mentor,v,hard,
mercenary,mercenary,n,SAT,
mere,mere,adj,hard,
merge,merge,v,hard,
merit,merit,v,hard,
merry,merry,adj,hard,
mesmerize,mesmerize,v,SAT,
metamorphosis,metamorphosis,n,SAT,
metaphorical,metaphorical,adj,SAT,
methodical,methodical,adj,SAT,
methodology,methodology,n,hard,
meticulous,meticulous,adj,SAT,
mettle,mettle,n,SAT,
mettlesome,mettlesome,,SAT,
miasma,miasma,n,SAT,
microcosm,microcosm,n,SAT,
miff,miff,,SAT,
migrant,migrant,n,SAT,
migrate,migrate,v,SAT,
migratory,migratory,adj,SAT,
mild,mild,adj,hard,
milestone,milestone,n,SAT,
milieu,milieu,,SAT,
militant,militant,adj,SAT,
millennium,millennium,n,hard,
mimic,mimic,v,SAT,
mimicry,mimicry,,SAT,
mince,mince,v,SAT,
mingle,mingle,v,SAT,
miniature,miniature,n,hard,
minimal,minimal,adj,hard,
minimize,minimize,v,hard,
minuscule,minuscule,n,SAT,
miraculous,miraculous,adj,SAT,
mirage,mirage,n,SAT,
mirth,mirth,n,SAT,
misanthrope,misanthrope,n,SAT,
misapprehension,misapprehension,n,SAT,
misbehave,misbehave,v,SAT,
mischief,mischief,n,SAT,
mischievous,mischievous,adj,SAT,
misconception,misconception,n,SAT,
miscreant,miscreant,n,SAT,
misdeed,misdeed,n,SAT,
miser,miser,n,SAT,
miserly,miserly,,SAT,
misfortune,misfortune,n,SAT,
mishap,mishap,n,SAT,
misjudgment,misjudgment,,SAT,
mislead,mislead,v,SAT,
mismanagement,mismanagement,n,SAT,
misnomer,misnomer,n,SAT,
misrepresent,misrepresent,v,SAT,
missile,missile,n,hard,
missive,missive,n,SAT,
mistaken,mistaken,,hard,
misunderstand,misunderstand,v,SAT,
mite,mite,n,SAT,
mitigate,mitigate,v,SAT,
mobility,mobility,n,hard,
mock,mock,v,SAT,
moderate,moderate,,hard,
moderation,moderation,n,SAT,
modest,modest,adj,SAT,
modesty,modesty,n,SAT,
modicum,modicum,n,SAT,
molten,molten,v,SAT,
momentous,momentous,adj,SAT,
momentum,momentum,n,SAT,
monarchical,monarchical,adj,SAT,
monarchy,monarchy,n,SAT,
monochromatic,monochromatic,adj,SAT,
monopoly,monopoly,n,SAT,
monotonous,monotonous,adj,SAT,
monotony,monotony,,SAT,
mood,mood,n,hard,
moor,moor,v,SAT,
mope,mope,v,SAT,
moral,moral,adj,hard,
morality,morality,n,SAT,
moratorium,moratorium,n,SAT,
morbid,morbid,adj,SAT,
mores,mores,n,SAT,
moribund,moribund,adj,SAT,
morsel,morsel,n,SAT,
mortal,mortal,adj,SAT,
mortality,mortality,n,hard,
mosaic,mosaic,n,SAT,
mote,mote,n,SAT,
motif,motif,n,SAT,
motley,motley,v,SAT,
mottle,mottle,,SAT,
mountainous,mountainous,,SAT,
mourn,mourn,v,SAT,
muddle,muddle,n,SAT,
muggy,muggy,adj,SAT,
multifaceted,multifaceted,adj,SAT,
multiplicity,multiplicity,n,SAT,
mundane,mundane,adj,SAT,
munificent,munificent,adj,SAT,
mural,mural,n,SAT,
murky,murky,adj,SAT,
musculature,musculature,n,SAT,
muse,muse,v,SAT,
musky,musky,,SAT,
muster,muster,v,SAT,
musty,musty,adj,SAT,
mutable,mutable,adj,SAT,
mute,mute,adj,SAT,
mutilate,mutilate,v,SAT,
mutinous,mutinous,adj,SAT,
mutiny,mutiny,n,SAT,
mutual,mutual,adj,hard,
myopia,myopia,n,SAT,
myopic,myopic,adj,SAT,
myriad,myriad,adj,SAT,
mysterious,mysterious,adj,SAT,
mystery,mystery,n,hard,
mystical,mystical,adj,SAT,
mythical,mythical,adj,SAT,
nadir,nadir,n,SAT,
naive,naive,adj,SAT,
naivete,naivete,n,SAT,
narcissist,narcissist,n,SAT,
narrative,narrative,n,hard,
nascent,nascent,adj,SAT,
natty,natty,adj,SAT,
naturalistic,naturalistic,adj,SAT,
nauseate,nauseate,v,SAT,
navigable,navigable,adj,SAT,
navigate,navigate,v,hard,
naysayer,naysayer,,SAT,
nebulous,nebulous,adj,SAT,
necessitate,necessitate,v,SAT,
necessity,necessity,n,hard,
nefarious,nefarious,adj,SAT,
neglect,neglect,v,hard,
negligence,negligence,n,SAT,
negligent,negligent,adj,SAT,
negligible,negligible,adj,SAT,
negotiable,negotiable,adj,SAT,
negotiate,negotiate,v,hard,
neologism,neologism,n,SAT,
nepotism,nepotism,n,SAT,
nestle,nestle,v,SAT,
neutral,neutral,adj,hard,
neutrality,neutrality,n,SAT,
neutralize,neutralize,v,SAT,
nevertheless,nevertheless,adv,hard,
niche,niche,n,SAT,
nickname,nickname,v,hard,
nihilism,nihilism,n,SAT,
nip,nip,v,SAT,
nirvana,nirvana,n,SAT,
nocturnal,nocturnal,adj,SAT,
noisy,noisy,adj,SAT,
nomad,nomad,n,SAT,
nomadic,nomadic,adj,SAT,
nomenclature,nomenclature,n,SAT,
nominal,nominal,adj,SAT,
nonchalance,nonchalance,n,SAT,
nonconformity,nonconformity,n,SAT,
nondescript,nondescript,adj,SAT,
nonentity,nonentity,n,SAT,
nonpartisan,nonpartisan,,SAT,
norm,norm,n,hard,
nostalgia,nostalgia,n,SAT,
notable,notable,adj,hard,
notch,notch,v,SAT,
noticeable,noticeable,adj,SAT,
notion,notion,n,hard,
notoriety,notoriety,n,SAT,
notorious,notorious,adj,SAT,
novelty,novelty,n,hard,
novice,novice,n,SAT,
